"","RECORDING_SESSION_LABEL","TRIAL_INDEX","CURRENT_FIX_DURATION","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREAS","CURRENT_FIX_START","TRIAL_FIXATION_TOTAL","TRIAL_LABEL","VIDEO_NAME_END","VIDEO_NAME_START","video_clip","ROIfundo","ROIfrente","anchor_time","correction_time"
"1","adam",1,221,1,"[ ]",7,10,"Trial: 1","EstrelinhasR640x680.avi",".","B1.avi",NA,NA,-801,808
"2","adam",1,249,2,"[ ]",289,10,"Trial: 1","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B1.avi",NA,NA,-519,808
"3","adam",1,219,3,"[ ]",558,10,"Trial: 1","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B1.avi",NA,NA,-250,808
"4","adam",1,4740,4,"[ ]",808,10,"Trial: 1","B1.avi","EstrelinhasR640x680.avi","B1.avi",NA,NA,0,808
"5","adam",1,272,5,"[ ]",5576,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,4768,808
"6","adam",1,386,6,"[ ]",5859,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,5051,808
"7","adam",1,313,7,"[ ]",6281,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,5473,808
"8","adam",1,4007,8,"[ ]",6600,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,5792,808
"9","adam",1,233,9,"[ ]",10633,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,9825,808
"10","adam",1,243,10,"[ ]",10877,10,"Trial: 1","B1.avi","B1.avi","B1.avi",NA,NA,10069,808
"11","adam",10,224,1,"[ ]",9,7,"Trial: 10","EstrelinhasR640x680.avi",".","D7.avi",NA,NA,-4641,4650
"12","adam",10,386,2,"[ ]",255,7,"Trial: 10","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D7.avi",NA,NA,-4395,4650
"13","adam",10,3293,3,"[ ]",686,7,"Trial: 10","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D7.avi",NA,NA,-3964,4650
"14","adam",10,578,4,"[ ]",4023,7,"Trial: 10","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D7.avi",NA,NA,-627,4650
"15","adam",10,712,5,"[ ]",4650,7,"Trial: 10","D7.avi","EstrelinhasR640x680.avi","D7.avi",NA,NA,0,4650
"16","adam",10,2818,6,"[ ]",5376,7,"Trial: 10","D7.avi","D7.avi","D7.avi",NA,NA,726,4650
"17","adam",10,608,7,"[ ]",8200,7,"Trial: 10","D7.avi","D7.avi","D7.avi",NA,NA,3550,4650
"18","adam",11,368,1,"[ 4]",125,9,"Trial: 11","A1.avi","EstrelinhasR640x680.avi","A1.avi",4,7,0,125
"19","adam",11,586,2,"[ ]",531,9,"Trial: 11","A1.avi","A1.avi","A1.avi",NA,NA,406,125
"20","adam",11,143,3,"[ 2]",4178,9,"Trial: 11","A1.avi","A1.avi","A1.avi",2,NA,4053,125
"21","adam",11,129,4,"[ 4]",4327,9,"Trial: 11","A1.avi","A1.avi","A1.avi",4,NA,4202,125
"22","adam",11,147,5,"[ 6]",4507,9,"Trial: 11","A1.avi","A1.avi","A1.avi",6,NA,4382,125
"23","adam",11,60,6,"[ 6]",4707,9,"Trial: 11","A1.avi","A1.avi","A1.avi",6,NA,4582,125
"24","adam",11,562,7,"[ 4]",5551,9,"Trial: 11","A1.avi","A1.avi","A1.avi",4,NA,5426,125
"25","adam",11,297,8,"[ 4]",6133,9,"Trial: 11","A1.avi","A1.avi","A1.avi",4,NA,6008,125
"26","adam",11,35,9,"[ 2]",6444,9,"Trial: 11","A1.avi","A1.avi","A1.avi",2,NA,6319,125
"27","adam",12,99,1,"[ ]",23,13,"Trial: 12","EstrelinhasR640x680.avi",".","A2.avi",NA,NA,-3592,3615
"28","adam",12,54,2,"[ ]",248,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-3367,3615
"29","adam",12,197,3,"[ ]",465,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-3150,3615
"30","adam",12,76,4,"[ ]",764,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-2851,3615
"31","adam",12,222,5,"[ ]",944,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-2671,3615
"32","adam",12,380,6,"[ ]",1263,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-2352,3615
"33","adam",12,1942,7,"[ ]",1659,13,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,-1956,3615
"34","adam",12,4062,8,"[ ]",3615,13,"Trial: 12","A2.avi","EstrelinhasR640x680.avi","A2.avi",NA,NA,0,3615
"35","adam",12,1312,9,"[ ]",7692,13,"Trial: 12","A2.avi","A2.avi","A2.avi",NA,NA,4077,3615
"36","adam",12,760,10,"[ ]",9015,13,"Trial: 12","A2.avi","A2.avi","A2.avi",NA,NA,5400,3615
"37","adam",12,431,11,"[ ]",9815,13,"Trial: 12","A2.avi","A2.avi","A2.avi",NA,NA,6200,3615
"38","adam",12,307,12,"[ ]",10270,13,"Trial: 12","A2.avi","A2.avi","A2.avi",NA,NA,6655,3615
"39","adam",12,512,13,"[ 4]",10601,13,"Trial: 12","A2.avi","A2.avi","A2.avi",4,NA,6986,3615
"40","adam",13,157,1,"[ ]",5781,10,"Trial: 13","A3.avi","A3.avi","A3.avi",NA,NA,0,5781
"41","adam",13,221,2,"[ ]",5971,10,"Trial: 13","A3.avi","A3.avi","A3.avi",NA,NA,190,5781
"42","adam",13,492,3,"[ 4]",6223,10,"Trial: 13","A3.avi","A3.avi","A3.avi",4,NA,442,5781
"43","adam",13,172,4,"[ 2]",6754,10,"Trial: 13","A3.avi","A3.avi","A3.avi",2,NA,973,5781
"44","adam",13,335,5,"[ 2]",6948,10,"Trial: 13","A3.avi","A3.avi","A3.avi",2,NA,1167,5781
"45","adam",13,172,6,"[ 2]",7297,10,"Trial: 13","A3.avi","A3.avi","A3.avi",2,NA,1516,5781
"46","adam",13,268,7,"[ ]",7578,10,"Trial: 13","A3.avi","A3.avi","A3.avi",NA,NA,1797,5781
"47","adam",13,866,8,"[ 4]",7870,10,"Trial: 13","A3.avi","A3.avi","A3.avi",4,NA,2089,5781
"48","adam",13,158,9,"[ ]",10857,10,"Trial: 13","A3.avi","A3.avi","A3.avi",NA,NA,5076,5781
"49","adam",13,38,10,"[ ]",11049,10,"Trial: 13","A3.avi","A3.avi","A3.avi",NA,NA,5268,5781
"50","adam",14,1,1,"[ ]",26,29,"Trial: 14",".",".","A4.avi",NA,NA,-5669,5695
"51","adam",14,24,2,"[ ]",630,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-5065,5695
"52","adam",14,279,3,"[ ]",674,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-5021,5695
"53","adam",14,393,4,"[ ]",1448,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-4247,5695
"54","adam",14,680,5,"[ ]",1861,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-3834,5695
"55","adam",14,39,6,"[ ]",2565,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-3130,5695
"56","adam",14,40,7,"[ ]",4346,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-1349,5695
"57","adam",14,38,8,"[ ]",4729,29,"Trial: 14","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A4.avi",NA,NA,-966,5695
"58","adam",14,24,9,"[ ]",5695,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,0,5695
"59","adam",14,113,10,"[ ]",6107,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,412,5695
"60","adam",14,129,11,"[ ]",6371,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,676,5695
"61","adam",14,24,12,"[ ]",6649,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,954,5695
"62","adam",14,31,13,"[ ]",6939,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,1244,5695
"63","adam",14,36,14,"[ ]",7056,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,1361,5695
"64","adam",14,32,15,"[ ]",7188,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,1493,5695
"65","adam",14,68,16,"[ ]",7694,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,1999,5695
"66","adam",14,70,17,"[ ]",7784,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,2089,5695
"67","adam",14,34,18,"[ ]",7958,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,2263,5695
"68","adam",14,460,19,"[ ]",8174,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,2479,5695
"69","adam",14,216,20,"[ ]",8713,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,3018,5695
"70","adam",14,48,21,"[ ]",8984,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,3289,5695
"71","adam",14,152,22,"[ ]",9049,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,3354,5695
"72","adam",14,121,23,"[ ]",9419,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,3724,5695
"73","adam",14,446,24,"[ ]",9549,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,3854,5695
"74","adam",14,102,25,"[ ]",10005,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,4310,5695
"75","adam",14,67,26,"[ ]",10128,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,4433,5695
"76","adam",14,35,27,"[ ]",10492,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,4797,5695
"77","adam",14,250,28,"[ ]",10580,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,4885,5695
"78","adam",14,84,29,"[ ]",10847,29,"Trial: 14","A4.avi","A4.avi","A4.avi",NA,NA,5152,5695
"79","adam",15,152,1,"[ ]",9,18,"Trial: 15","EstrelinhasR640x680.avi",".","A6.avi",NA,NA,-5386,5395
"80","adam",15,345,2,"[ ]",183,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-5212,5395
"81","adam",15,2696,3,"[ ]",589,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-4806,5395
"82","adam",15,30,4,"[ ]",3306,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-2089,5395
"83","adam",15,25,5,"[ ]",3453,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-1942,5395
"84","adam",15,1026,6,"[ ]",3499,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-1896,5395
"85","adam",15,39,7,"[ ]",4629,18,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",NA,NA,-766,5395
"86","adam",15,135,8,"[ ]",5395,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,0,5395
"87","adam",15,129,9,"[ ]",5579,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,184,5395
"88","adam",15,24,10,"[ ]",5732,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,337,5395
"89","adam",15,226,11,"[ ]",6986,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,1591,5395
"90","adam",15,187,12,"[ ]",7223,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,1828,5395
"91","adam",15,518,13,"[ ]",7423,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,2028,5395
"92","adam",15,1765,14,"[ ]",7955,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,2560,5395
"93","adam",15,634,15,"[ ]",9737,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,4342,5395
"94","adam",15,236,16,"[ ]",10410,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,5015,5395
"95","adam",15,108,17,"[ ]",10703,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,5308,5395
"96","adam",15,242,18,"[ ]",10834,18,"Trial: 15","A6.avi","A6.avi","A6.avi",NA,NA,5439,5395
"97","adam",2,107,1,"[ ]",7,8,"Trial: 2","EstrelinhasR640x680.avi",".","B2.avi",NA,NA,-1953,1960
"98","adam",2,554,2,"[ ]",154,8,"Trial: 2","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B2.avi",NA,NA,-1806,1960
"99","adam",2,1195,3,"[ ]",754,8,"Trial: 2","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B2.avi",NA,NA,-1206,1960
"100","adam",2,4222,4,"[ ]",1960,8,"Trial: 2","B2.avi","EstrelinhasR640x680.avi","B2.avi",NA,NA,0,1960
"101","adam",2,516,5,"[ ]",6202,8,"Trial: 2","B2.avi","B2.avi","B2.avi",NA,NA,4242,1960
"102","adam",2,2394,6,"[ ]",6748,8,"Trial: 2","B2.avi","B2.avi","B2.avi",NA,NA,4788,1960
"103","adam",2,1127,7,"[ ]",9152,8,"Trial: 2","B2.avi","B2.avi","B2.avi",NA,NA,7192,1960
"104","adam",2,821,8,"[ ]",10304,8,"Trial: 2","B2.avi","B2.avi","B2.avi",NA,NA,8344,1960
"105","adam",3,127,1,"[ ]",7,7,"Trial: 3","EstrelinhasR640x680.avi",".","B5.avi",NA,NA,-723,730
"106","adam",3,543,2,"[ ]",142,7,"Trial: 3","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B5.avi",NA,NA,-588,730
"107","adam",3,6953,3,"[ ]",730,7,"Trial: 3","B5.avi","EstrelinhasR640x680.avi","B5.avi",NA,NA,0,730
"108","adam",3,2347,4,"[ ]",7691,7,"Trial: 3","B5.avi","B5.avi","B5.avi",NA,NA,6961,730
"109","adam",3,408,5,"[ ]",10067,7,"Trial: 3","B5.avi","B5.avi","B5.avi",NA,NA,9337,730
"110","adam",3,580,6,"[ ]",10485,7,"Trial: 3","B5.avi","B5.avi","B5.avi",NA,NA,9755,730
"111","adam",3,40,7,"[ ]",11079,7,"Trial: 3","B5.avi","B5.avi","B5.avi",NA,NA,10349,730
"112","adam",4,239,1,"[ ]",32,9,"Trial: 4","EstrelinhasR640x680.avi",".","B6.avi",NA,NA,-3972,4004
"113","adam",4,368,2,"[ ]",285,9,"Trial: 4","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B6.avi",NA,NA,-3719,4004
"114","adam",4,721,3,"[ ]",696,9,"Trial: 4","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B6.avi",NA,NA,-3308,4004
"115","adam",4,2566,4,"[ ]",1426,9,"Trial: 4","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B6.avi",NA,NA,-2578,4004
"116","adam",4,1481,5,"[ ]",4004,9,"Trial: 4","B6.avi","EstrelinhasR640x680.avi","B6.avi",NA,NA,0,4004
"117","adam",4,971,6,"[ ]",5497,9,"Trial: 4","B6.avi","B6.avi","B6.avi",NA,NA,1493,4004
"118","adam",4,452,7,"[ ]",6532,9,"Trial: 4","B6.avi","B6.avi","B6.avi",NA,NA,2528,4004
"119","adam",4,3832,8,"[ ]",7012,9,"Trial: 4","B6.avi","B6.avi","B6.avi",NA,NA,3008,4004
"120","adam",4,259,9,"[ ]",10861,9,"Trial: 4","B6.avi","B6.avi","B6.avi",NA,NA,6857,4004
"121","adam",5,183,1,"[ ]",7,9,"Trial: 5","EstrelinhasR640x680.avi",".","B7.avi",NA,NA,-1073,1080
"122","adam",5,435,2,"[ ]",203,9,"Trial: 5","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B7.avi",NA,NA,-877,1080
"123","adam",5,386,3,"[ ]",680,9,"Trial: 5","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B7.avi",NA,NA,-400,1080
"124","adam",5,4445,4,"[ ]",1080,9,"Trial: 5","B7.avi","EstrelinhasR640x680.avi","B7.avi",NA,NA,0,1080
"125","adam",5,419,5,"[ ]",5552,9,"Trial: 5","B7.avi","B7.avi","B7.avi",NA,NA,4472,1080
"126","adam",5,2009,6,"[ ]",6005,9,"Trial: 5","B7.avi","B7.avi","B7.avi",NA,NA,4925,1080
"127","adam",5,288,7,"[ ]",8044,9,"Trial: 5","B7.avi","B7.avi","B7.avi",NA,NA,6964,1080
"128","adam",5,2693,8,"[ ]",8360,9,"Trial: 5","B7.avi","B7.avi","B7.avi",NA,NA,7280,1080
"129","adam",5,53,9,"[ ]",11063,9,"Trial: 5","B7.avi","B7.avi","B7.avi",NA,NA,9983,1080
"130","adam",6,598,1,"[ ]",7,9,"Trial: 6","EstrelinhasR640x680.avi",".","D1.avi",NA,NA,-1693,1700
"131","adam",6,1039,2,"[ ]",651,9,"Trial: 6","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D1.avi",NA,NA,-1049,1700
"132","adam",6,3790,3,"[ ]",1700,9,"Trial: 6","D1.avi","EstrelinhasR640x680.avi","D1.avi",NA,NA,0,1700
"133","adam",6,497,4,"[ ]",5522,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,3822,1700
"134","adam",6,422,5,"[ ]",6043,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,4343,1700
"135","adam",6,2298,6,"[ ]",6478,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,4778,1700
"136","adam",6,367,7,"[ ]",8805,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,7105,1700
"137","adam",6,753,8,"[ ]",9195,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,7495,1700
"138","adam",6,1169,9,"[ ]",9959,9,"Trial: 6","D1.avi","D1.avi","D1.avi",NA,NA,8259,1700
"139","adam",7,617,1,"[ ]",9,8,"Trial: 7","EstrelinhasR640x680.avi",".","D2.avi",NA,NA,-1086,1095
"140","adam",7,417,2,"[ ]",665,8,"Trial: 7","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D2.avi",NA,NA,-430,1095
"141","adam",7,4361,3,"[ ]",1095,8,"Trial: 7","D2.avi","EstrelinhasR640x680.avi","D2.avi",NA,NA,0,1095
"142","adam",7,275,4,"[ ]",5480,8,"Trial: 7","D2.avi","D2.avi","D2.avi",NA,NA,4385,1095
"143","adam",7,271,5,"[ ]",5766,8,"Trial: 7","D2.avi","D2.avi","D2.avi",NA,NA,4671,1095
"144","adam",7,2220,6,"[ ]",6064,8,"Trial: 7","D2.avi","D2.avi","D2.avi",NA,NA,4969,1095
"145","adam",7,1852,7,"[ ]",8297,8,"Trial: 7","D2.avi","D2.avi","D2.avi",NA,NA,7202,1095
"146","adam",7,948,8,"[ ]",10169,8,"Trial: 7","D2.avi","D2.avi","D2.avi",NA,NA,9074,1095
"147","adam",8,583,1,"[ ]",9,12,"Trial: 8","EstrelinhasR640x680.avi",".","D4.avi",NA,NA,-4728,4737
"148","adam",8,3449,2,"[ ]",632,12,"Trial: 8","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D4.avi",NA,NA,-4105,4737
"149","adam",8,132,3,"[ ]",4344,12,"Trial: 8","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D4.avi",NA,NA,-393,4737
"150","adam",8,88,4,"[ ]",4514,12,"Trial: 8","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D4.avi",NA,NA,-223,4737
"151","adam",8,942,5,"[ ]",4737,12,"Trial: 8","D4.avi","EstrelinhasR640x680.avi","D4.avi",NA,NA,0,4737
"152","adam",8,397,6,"[ ]",5712,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,975,4737
"153","adam",8,306,7,"[ ]",6144,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,1407,4737
"154","adam",8,208,8,"[ ]",6477,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,1740,4737
"155","adam",8,405,9,"[ ]",6700,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,1963,4737
"156","adam",8,1633,10,"[ ]",7149,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,2412,4737
"157","adam",8,182,11,"[ ]",9207,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,4470,4737
"158","adam",8,1351,12,"[ ]",9778,12,"Trial: 8","D4.avi","D4.avi","D4.avi",NA,NA,5041,4737
"159","adam",9,110,1,"[ ]",7,10,"Trial: 9","EstrelinhasR640x680.avi",".","D5.avi",NA,NA,-3454,3461
"160","adam",9,557,2,"[ ]",134,10,"Trial: 9","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D5.avi",NA,NA,-3327,3461
"161","adam",9,558,3,"[ ]",729,10,"Trial: 9","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D5.avi",NA,NA,-2732,3461
"162","adam",9,908,4,"[ ]",1297,10,"Trial: 9","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","D5.avi",NA,NA,-2164,3461
"163","adam",9,2059,5,"[ ]",3461,10,"Trial: 9","D5.avi","EstrelinhasR640x680.avi","D5.avi",NA,NA,0,3461
"164","adam",9,1041,6,"[ ]",5534,10,"Trial: 9","D5.avi","D5.avi","D5.avi",NA,NA,2073,3461
"165","adam",9,122,7,"[ ]",6676,10,"Trial: 9","D5.avi","D5.avi","D5.avi",NA,NA,3215,3461
"166","adam",9,308,8,"[ ]",6840,10,"Trial: 9","D5.avi","D5.avi","D5.avi",NA,NA,3379,3461
"167","adam",9,1144,9,"[ ]",7162,10,"Trial: 9","D5.avi","D5.avi","D5.avi",NA,NA,3701,3461
"168","adam",9,2806,10,"[ ]",8313,10,"Trial: 9","D5.avi","D5.avi","D5.avi",NA,NA,4852,3461
"169","agatha",1,58,1,"[ 4]",0,1,"Trial: 1",".",".","B1.avi",4,NA,0,0
"170","ana",1,138,1,"[ 4]",1402,8,"Trial: 1","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","B1.avi",3,7,-162,1564
"171","ana",1,2194,2,"[ 3]",1564,8,"Trial: 1","B1.avi","EstrelinhasR640x680.avi","B1.avi",3,7,0,1564
"172","ana",1,1482,3,"[ 3]",3782,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,2218,1564
"173","ana",1,1406,4,"[ 3]",5284,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,3720,1564
"174","ana",1,404,5,"[ 3]",6710,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,5146,1564
"175","ana",1,248,6,"[ 4]",7136,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,5572,1564
"176","ana",1,274,7,"[ 3]",7408,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,5844,1564
"177","ana",1,236,8,"[ 3]",7698,8,"Trial: 1","B1.avi","B1.avi","B1.avi",3,7,6134,1564
"178","ana",10,728,1,"[ 4]",904,6,"Trial: 10","D7.avi","EstrelinhasR640x680.avi","D7.avi",3,NA,0,904
"179","ana",10,42,2,"[ 3]",4472,6,"Trial: 10","D7.avi","D7.avi","D7.avi",3,NA,3568,904
"180","ana",10,296,3,"[ 3]",5166,6,"Trial: 10","D7.avi","D7.avi","D7.avi",3,NA,4262,904
"181","ana",10,208,4,"[ 3]",5874,6,"Trial: 10","D7.avi","D7.avi","D7.avi",3,NA,4970,904
"182","ana",10,736,5,"[ 3]",6102,6,"Trial: 10","D7.avi","D7.avi","D7.avi",3,NA,5198,904
"183","ana",10,58,6,"[ 3]",7210,6,"Trial: 10","D7.avi","D7.avi","D7.avi",3,NA,6306,904
"184","ana",11,220,1,"[ 4]",272,4,"Trial: 11","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A1.avi",4,NA,-242,514
"185","ana",11,466,2,"[ 4]",514,4,"Trial: 11","A1.avi","EstrelinhasR640x680.avi","A1.avi",4,NA,0,514
"186","ana",11,118,3,"[ 3]",5450,4,"Trial: 11","A1.avi","A1.avi","A1.avi",3,NA,4936,514
"187","ana",11,946,4,"[ 3]",5924,4,"Trial: 11","A1.avi","A1.avi","A1.avi",3,NA,5410,514
"188","ana",12,242,1,"[ 3]",372,5,"Trial: 12","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A2.avi",3,NA,-266,638
"189","ana",12,646,2,"[ 4]",638,5,"Trial: 12","A2.avi","EstrelinhasR640x680.avi","A2.avi",3,NA,0,638
"190","ana",12,300,3,"[ 3]",1310,5,"Trial: 12","A2.avi","A2.avi","A2.avi",3,NA,672,638
"191","ana",12,290,4,"[ 3]",2192,5,"Trial: 12","A2.avi","A2.avi","A2.avi",3,NA,1554,638
"192","ana",12,22,5,"[ 3]",2518,5,"Trial: 12","A2.avi","A2.avi","A2.avi",3,NA,1880,638
"193","ana",13,642,1,"[ 4]",4134,2,"Trial: 13","A3.avi","EstrelinhasR640x680.avi","A3.avi",4,NA,0,4134
"194","ana",13,360,2,"[ 4]",4804,2,"Trial: 13","A3.avi","A3.avi","A3.avi",3,NA,670,4134
"195","ana",14,144,1,"[ 4]",10,11,"Trial: 14","EstrelinhasR640x680.avi",".","A4.avi",4,9,-378,388
"196","ana",14,648,2,"[ 4]",388,11,"Trial: 14","A4.avi","EstrelinhasR640x680.avi","A4.avi",3,NA,0,388
"197","ana",14,384,3,"[ 3]",1062,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,674,388
"198","ana",14,374,4,"[ 3]",1870,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,1482,388
"199","ana",14,420,5,"[ 3]",2266,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,1878,388
"200","ana",14,396,6,"[ 3]",2708,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,2320,388
"201","ana",14,230,7,"[ 3]",3806,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,3418,388
"202","ana",14,50,8,"[ 3]",4226,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,3838,388
"203","ana",14,48,9,"[ 3]",5344,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,4956,388
"204","ana",14,94,10,"[ 3]",5430,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,5042,388
"205","ana",14,272,11,"[ 3]",6382,11,"Trial: 14","A4.avi","A4.avi","A4.avi",3,NA,5994,388
"206","ana",15,104,1,"[ 3]",14,9,"Trial: 15","EstrelinhasR640x680.avi",".","A6.avi",3,NA,-602,616
"207","ana",15,170,2,"[ 4]",164,9,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi","A6.avi",4,NA,-452,616
"208","ana",15,656,3,"[ 4]",616,9,"Trial: 15","A6.avi","EstrelinhasR640x680.avi","A6.avi",3,NA,0,616
"209","ana",15,298,4,"[ 4]",1296,9,"Trial: 15","A6.avi","A6.avi","A6.avi",3,NA,680,616
"210","ana",15,480,5,"[ 4]",1926,9,"Trial: 15","A6.avi","A6.avi","A6.avi",3,NA,1310,616
"211","ana",15,182,6,"[ 3]",4992,9,"Trial: 15","A6.avi","A6.avi","A6.avi",3,NA,4376,616
