RECORDING_SESSION_LABEL;TRIAL_INDEX;CURRENT_FIX_DURATION;CURRENT_FIX_INDEX;CURRENT_FIX_INTEREST_AREAS;CURRENT_FIX_START;TRIAL_FIXATION_TOTAL;TRIAL_LABEL;VIDEO_NAME_END;VIDEO_NAME_START;video_clip;ROIfundo;ROIfrente
lucas;12;62;15;[ ];5420;15;Trial: 12;A2.avi;A2.avi;A2.avi;;
lucas;13;32;1;[ 6];6092;9;Trial: 13;A3.avi;A3.avi;A3.avi;5;8
lucas;13;300;2;[ 6];6172;9;Trial: 13;A3.avi;A3.avi;A3.avi;6;
lucas;13;424;3;[ ];6544;9;Trial: 13;A3.avi;A3.avi;A3.avi;;
lucas;13;76;4;[ ];6992;9;Trial: 13;A3.avi;A3.avi;A3.avi;;
lucas;13;1262;5;[ 6];7156;9;Trial: 13;A3.avi;A3.avi;A3.avi;6;
lucas;13;406;6;[ 6];8442;9;Trial: 13;A3.avi;A3.avi;A3.avi;5;8
lucas;13;150;7;[ 6];8908;9;Trial: 13;A3.avi;A3.avi;A3.avi;6;
lucas;13;276;8;[ 6];9074;9;Trial: 13;A3.avi;A3.avi;A3.avi;6;
lucas;13;1736;9;[ ];9384;9;Trial: 13;A3.avi;A3.avi;A3.avi;;
lucas;14;214;1;[ ];12;20;Trial: 14;EstrelinhasR640x680.avi;.;A4.avi;;
lucas;14;276;2;[ ];2126;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;36;3;[ ];2468;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;110;4;[ ];2534;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;174;5;[ ];2660;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;166;6;[ ];2996;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;480;7;[ ];3198;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;138;8;[ ];3706;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;38;9;[ ];3868;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;468;10;[ ];3946;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;496;11;[ ];4430;20;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;346;12;[ ];4952;20;Trial: 14;A4.avi;EstrelinhasR640x680.avi;A4.avi;;
lucas;14;58;13;[ ];5314;20;Trial: 14;A4.avi;A4.avi;A4.avi;;
lucas;14;184;14;[ ];5446;20;Trial: 14;A4.avi;A4.avi;A4.avi;;
lucas;14;218;15;[ ];5650;20;Trial: 14;A4.avi;A4.avi;A4.avi;;
lucas;14;182;16;[ ];5906;20;Trial: 14;A4.avi;A4.avi;A4.avi;;
lucas;14;2880;17;[ 6];6204;20;Trial: 14;A4.avi;A4.avi;A4.avi;6;10
lucas;14;534;18;[ ];9118;20;Trial: 14;A4.avi;A4.avi;A4.avi;;
lucas;14;264;19;[ 6];9676;20;Trial: 14;A4.avi;A4.avi;A4.avi;5;
lucas;14;236;20;[ 6];9966;20;Trial: 14;A4.avi;A4.avi;A4.avi;5;
lucas;15;2;1;[ ];22;17;Trial: 15;.;.;A6.avi;;
lucas;15;242;2;[ ];160;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;198;3;[ ];464;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;236;4;[ ];678;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;54;5;[ ];966;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;250;6;[ ];1060;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;128;7;[ ];1480;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;146;8;[ ];1752;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;174;9;[ ];2048;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;182;10;[ ];2318;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;412;11;[ ];2558;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;196;12;[ ];3054;17;Trial: 15;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A6.avi;;
lucas;15;74;13;[ 6];8666;17;Trial: 15;A6.avi;A6.avi;A6.avi;6;8
lucas;15;244;14;[ 6];8862;17;Trial: 15;A6.avi;A6.avi;A6.avi;6;
lucas;15;740;15;[ ];9126;17;Trial: 15;A6.avi;A6.avi;A6.avi;;
lucas;15;150;16;[ ];9882;17;Trial: 15;A6.avi;A6.avi;A6.avi;;
lucas;15;240;17;[ ];10050;17;Trial: 15;A6.avi;A6.avi;A6.avi;;
manuella;1;1140;1;[ 1];6340;9;Trial: 1;B1.avi;B1.avi;B1.avi;1;
manuella;1;480;2;[ 1];7508;9;Trial: 1;B1.avi;B1.avi;B1.avi;1;
manuella;1;330;3;[ ];8022;9;Trial: 1;B1.avi;B1.avi;B1.avi;;
manuella;1;778;4;[ ];8380;9;Trial: 1;B1.avi;B1.avi;B1.avi;;
manuella;1;708;5;[ 1];9222;9;Trial: 1;B1.avi;B1.avi;B1.avi;1;7
manuella;1;268;6;[ ];9972;9;Trial: 1;B1.avi;B1.avi;B1.avi;;
manuella;1;68;7;[ ];10262;9;Trial: 1;B1.avi;B1.avi;B1.avi;;
manuella;1;226;8;[ 3];10424;9;Trial: 1;B1.avi;B1.avi;B1.avi;3;
manuella;1;464;9;[ 3];10674;9;Trial: 1;B1.avi;B1.avi;B1.avi;3;
manuella;2;24;1;[ ];8088;9;Trial: 2;B2.avi;B2.avi;B2.avi;;
manuella;2;196;2;[ ];8356;9;Trial: 2;B2.avi;B2.avi;B2.avi;;
manuella;2;50;3;[ 6];8856;9;Trial: 2;B2.avi;B2.avi;B2.avi;5;
manuella;2;444;4;[ ];9102;9;Trial: 2;B2.avi;B2.avi;B2.avi;;
manuella;2;116;5;[ 5];9654;9;Trial: 2;B2.avi;B2.avi;B2.avi;5;
manuella;2;56;6;[ 3];9808;9;Trial: 2;B2.avi;B2.avi;B2.avi;;
manuella;2;218;7;[ 1];9946;9;Trial: 2;B2.avi;B2.avi;B2.avi;1;
manuella;2;422;8;[ ];10186;9;Trial: 2;B2.avi;B2.avi;B2.avi;;
manuella;2;416;9;[ 3];10702;9;Trial: 2;B2.avi;B2.avi;B2.avi;3;
manuella;3;58;1;[ 1];822;10;Trial: 3;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B5.avi;1;
manuella;3;356;2;[ 1];908;10;Trial: 3;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B5.avi;1;
manuella;3;22;3;[ 1];1352;10;Trial: 3;B5.avi;B5.avi;B5.avi;1;
manuella;3;320;4;[ 1];1390;10;Trial: 3;B5.avi;B5.avi;B5.avi;1;
manuella;3;254;5;[ 3];1776;10;Trial: 3;B5.avi;B5.avi;B5.avi;3;
manuella;3;454;6;[ 3];2052;10;Trial: 3;B5.avi;B5.avi;B5.avi;3;
manuella;3;304;7;[ 5];2572;10;Trial: 3;B5.avi;B5.avi;B5.avi;5;
manuella;3;340;8;[ 5];2922;10;Trial: 3;B5.avi;B5.avi;B5.avi;5;
manuella;3;402;9;[ 5];3312;10;Trial: 3;B5.avi;B5.avi;B5.avi;5;
manuella;3;502;10;[ ];3762;10;Trial: 3;B5.avi;B5.avi;B5.avi;;
manuella;6;138;1;[ ];2174;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;;
manuella;6;28;2;[ ];2362;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;;
manuella;6;260;3;[ 1];2492;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;26;4;[ 1];2804;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;114;5;[ 1];2942;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;46;6;[ 1];3330;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;74;7;[ 1];3600;19;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;948;8;[ 1];3762;19;Trial: 6;D1.avi;EstrelinhasR640x680.avi;D1.avi;1;
manuella;6;178;9;[ 5];4814;19;Trial: 6;D1.avi;D1.avi;D1.avi;5;
manuella;6;566;10;[ 5];5018;19;Trial: 6;D1.avi;D1.avi;D1.avi;5;
manuella;6;442;11;[ 1];5658;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;608;12;[ 1];6130;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;164;13;[ 1];6756;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;860;14;[ 1];7014;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;220;15;[ ];7934;19;Trial: 6;D1.avi;D1.avi;D1.avi;;
manuella;6;186;16;[ 1];8264;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;622;17;[ 1];8466;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;630;18;[ 1];9126;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;6;366;19;[ 1];9778;19;Trial: 6;D1.avi;D1.avi;D1.avi;1;
manuella;7;188;1;[ ];18;18;Trial: 7;EstrelinhasR640x680.avi;.;D2.avi;;
manuella;7;202;2;[ ];228;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;;
manuella;7;206;3;[ ];466;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;;
manuella;7;54;4;[ 1];1502;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;1;
manuella;7;40;5;[ 1];1644;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;1;
manuella;7;56;6;[ 3];1820;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;3;
manuella;7;270;7;[ 3];1900;18;Trial: 7;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D2.avi;3;
manuella;7;544;8;[ 1];2286;18;Trial: 7;D2.avi;EstrelinhasR640x680.avi;D2.avi;1;
manuella;7;286;9;[ ];2886;18;Trial: 7;D2.avi;D2.avi;D2.avi;;
manuella;7;204;10;[ 3];3254;18;Trial: 7;D2.avi;D2.avi;D2.avi;3;
manuella;7;104;11;[ ];3552;18;Trial: 7;D2.avi;D2.avi;D2.avi;;
manuella;7;276;12;[ ];3672;18;Trial: 7;D2.avi;D2.avi;D2.avi;;
manuella;7;118;13;[ 4];4276;18;Trial: 7;D2.avi;D2.avi;D2.avi;4;
manuella;7;42;14;[ 4];4420;18;Trial: 7;D2.avi;D2.avi;D2.avi;4;
manuella;7;122;15;[ ];4562;18;Trial: 7;D2.avi;D2.avi;D2.avi;;
manuella;7;272;16;[ ];4700;18;Trial: 7;D2.avi;D2.avi;D2.avi;;
manuella;7;120;17;[ 3];5166;18;Trial: 7;D2.avi;D2.avi;D2.avi;3;
manuella;7;884;18;[ 3];5326;18;Trial: 7;D2.avi;D2.avi;D2.avi;3;
manuella;8;168;1;[ ];7014;4;Trial: 8;D4.avi;D4.avi;D4.avi;;
manuella;8;178;2;[ 3];9766;4;Trial: 8;D4.avi;D4.avi;D4.avi;3;
manuella;8;134;3;[ 3];9992;4;Trial: 8;D4.avi;D4.avi;D4.avi;3;
manuella;8;76;4;[ 3];10168;4;Trial: 8;D4.avi;D4.avi;D4.avi;3;
manuella;9;22;1;[ 3];5862;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;32;2;[ 3];5948;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;188;3;[ 3];6000;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;162;4;[ 3];6428;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;194;5;[ ];6978;15;Trial: 9;D5.avi;D5.avi;D5.avi;;
manuella;9;576;6;[ 3];7224;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;676;7;[ 3];7882;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;134;8;[ 3];8670;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;382;9;[ 3];8880;15;Trial: 9;D5.avi;D5.avi;D5.avi;3;
manuella;9;244;10;[ ];9338;15;Trial: 9;D5.avi;D5.avi;D5.avi;;
manuella;9;206;11;[ ];9618;15;Trial: 9;D5.avi;D5.avi;D5.avi;;
manuella;9;192;12;[ ];9888;15;Trial: 9;D5.avi;D5.avi;D5.avi;;
manuella;9;312;13;[ 1];10236;15;Trial: 9;D5.avi;D5.avi;D5.avi;1;
manuella;9;186;14;[ 1];10602;15;Trial: 9;D5.avi;D5.avi;D5.avi;1;
manuella;9;40;15;[ 1];11108;15;Trial: 9;D5.avi;D5.avi;D5.avi;1;
manuella;10;18;1;[ ];484;18;Trial: 10;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D7.avi;;
manuella;10;60;2;[ 3];2210;18;Trial: 10;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D7.avi;3;
manuella;10;96;3;[ 3];2520;18;Trial: 10;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D7.avi;3;
manuella;10;42;4;[ 3];2700;18;Trial: 10;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D7.avi;3;
manuella;10;134;5;[ 3];2768;18;Trial: 10;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D7.avi;3;
manuella;10;212;6;[ 3];5734;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;40;7;[ 3];5970;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;26;8;[ 3];6052;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;88;9;[ 3];6100;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;464;10;[ 3];6840;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;824;11;[ 3];7372;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;86;12;[ 3];8222;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;878;13;[ 3];8326;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;218;14;[ ];9306;18;Trial: 10;D7.avi;D7.avi;D7.avi;;
manuella;10;332;15;[ 3];9586;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;186;16;[ 3];10004;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;406;17;[ 3];10206;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;10;448;18;[ 3];10684;18;Trial: 10;D7.avi;D7.avi;D7.avi;3;
manuella;11;54;1;[ 3];1670;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;3;
manuella;11;98;2;[ 1];1788;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;1;
manuella;11;22;3;[ 1];1902;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;1;
manuella;11;40;4;[ 1];2300;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;1;
manuella;11;32;5;[ 1];2384;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;1;
manuella;11;22;6;[ 1];2856;20;Trial: 11;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A1.avi;1;
manuella;11;28;7;[ 3];5810;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;286;8;[ 3];5864;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;90;9;[ 3];6186;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;40;10;[ 3];6330;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;56;11;[ 3];7180;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;936;12;[ 3];7262;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;200;13;[ 3];8220;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;132;14;[ 3];8442;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;598;15;[ 3];8602;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;74;16;[ 3];9278;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;152;17;[ 3];9398;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;208;18;[ 3];9904;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;556;19;[ 3];10138;20;Trial: 11;A1.avi;A1.avi;A1.avi;3;
manuella;11;400;20;[ 1];10732;20;Trial: 11;A1.avi;A1.avi;A1.avi;1;
manuella;12;324;1;[ ];422;12;Trial: 12;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A2.avi;;
manuella;12;316;2;[ 1];882;12;Trial: 12;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A2.avi;1;
manuella;12;38;3;[ 1];1384;12;Trial: 12;A2.avi;A2.avi;A2.avi;1;
manuella;12;32;4;[ 1];1476;12;Trial: 12;A2.avi;A2.avi;A2.avi;1;
manuella;12;184;5;[ ];1600;12;Trial: 12;A2.avi;A2.avi;A2.avi;;
manuella;12;2824;6;[ 3];1868;12;Trial: 12;A2.avi;A2.avi;A2.avi;3;
manuella;12;80;7;[ 1];4752;12;Trial: 12;A2.avi;A2.avi;A2.avi;1;
manuella;12;166;8;[ 1];4850;12;Trial: 12;A2.avi;A2.avi;A2.avi;1;
manuella;12;394;9;[ 3];5362;12;Trial: 12;A2.avi;A2.avi;A2.avi;3;
manuella;12;124;10;[ 5];6038;12;Trial: 12;A2.avi;A2.avi;A2.avi;5;
manuella;12;126;11;[ 5];6198;12;Trial: 12;A2.avi;A2.avi;A2.avi;5;
manuella;12;76;12;[ 5];6364;12;Trial: 12;A2.avi;A2.avi;A2.avi;5;
manuella;13;224;1;[ ];6150;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;200;2;[ 3];6464;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;13;234;3;[ ];6728;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;616;4;[ 3];7024;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;13;140;5;[ 3];7656;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;13;226;6;[ ];7860;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;44;7;[ ];8126;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;432;8;[ ];8198;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;294;9;[ ];9220;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;432;10;[ ];9542;13;Trial: 13;A3.avi;A3.avi;A3.avi;;
manuella;13;356;11;[ 3];10358;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;13;98;12;[ 3];10732;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;13;232;13;[ 3];10892;13;Trial: 13;A3.avi;A3.avi;A3.avi;3;
manuella;14;50;1;[ 1];482;14;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;1;
manuella;14;270;2;[ 1];560;14;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;1;
manuella;14;194;3;[ 1];846;14;Trial: 14;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;A4.avi;1;
manuella;14;614;4;[ 1];1062;14;Trial: 14;A4.avi;EstrelinhasR640x680.avi;A4.avi;1;
manuella;14;254;5;[ ];1748;14;Trial: 14;A4.avi;A4.avi;A4.avi;;
manuella;14;210;6;[ 3];2054;14;Trial: 14;A4.avi;A4.avi;A4.avi;3;
manuella;14;226;7;[ 1];2338;14;Trial: 14;A4.avi;A4.avi;A4.avi;1;
manuella;14;234;8;[ 6];2946;14;Trial: 14;A4.avi;A4.avi;A4.avi;5;
manuella;14;570;9;[ ];3278;14;Trial: 14;A4.avi;A4.avi;A4.avi;;
manuella;14;204;10;[ 4];4476;14;Trial: 14;A4.avi;A4.avi;A4.avi;4;
manuella;14;438;11;[ 6];4710;14;Trial: 14;A4.avi;A4.avi;A4.avi;5;
manuella;14;436;12;[ 5];5186;14;Trial: 14;A4.avi;A4.avi;A4.avi;5;
manuella;14;82;13;[ 5];5674;14;Trial: 14;A4.avi;A4.avi;A4.avi;5;
manuella;14;150;14;[ 3];5962;14;Trial: 14;A4.avi;A4.avi;A4.avi;3;
manuella;15;586;1;[ 1];900;11;Trial: 15;A6.avi;EstrelinhasR640x680.avi;A6.avi;1;
manuella;15;356;2;[ ];1548;11;Trial: 15;A6.avi;A6.avi;A6.avi;;
manuella;15;318;3;[ ];1930;11;Trial: 15;A6.avi;A6.avi;A6.avi;;
manuella;15;782;4;[ 5];2676;11;Trial: 15;A6.avi;A6.avi;A6.avi;5;
manuella;15;234;5;[ 3];3544;11;Trial: 15;A6.avi;A6.avi;A6.avi;3;
manuella;15;308;6;[ 1];3800;11;Trial: 15;A6.avi;A6.avi;A6.avi;1;
manuella;15;960;7;[ 3];4162;11;Trial: 15;A6.avi;A6.avi;A6.avi;3;
manuella;15;738;8;[ 3];5138;11;Trial: 15;A6.avi;A6.avi;A6.avi;3;
manuella;15;724;9;[ ];5938;11;Trial: 15;A6.avi;A6.avi;A6.avi;;
manuella;15;238;10;[ ];6678;11;Trial: 15;A6.avi;A6.avi;A6.avi;;
manuella;15;240;11;[ 1];7020;11;Trial: 15;A6.avi;A6.avi;A6.avi;1;
marcos;1;88;1;[ 4];16;8;Trial: 1;EstrelinhasR640x680.avi;.;B1.avi;4;
marcos;1;28;2;[ ];178;8;Trial: 1;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B1.avi;;
marcos;1;278;3;[ ];248;8;Trial: 1;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B1.avi;;
marcos;1;50;4;[ ];544;8;Trial: 1;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B1.avi;;
marcos;1;1294;5;[ 3];660;8;Trial: 1;B1.avi;EstrelinhasR640x680.avi;B1.avi;3;7
marcos;1;316;6;[ 2];2022;8;Trial: 1;B1.avi;B1.avi;B1.avi;1;8
marcos;1;32;7;[ 1];2370;8;Trial: 1;B1.avi;B1.avi;B1.avi;1;7
marcos;1;588;8;[ 3];2418;8;Trial: 1;B1.avi;B1.avi;B1.avi;3;7
marcos;3;62;1;[ 3];6516;4;Trial: 3;B5.avi;B5.avi;B5.avi;3;
marcos;3;176;2;[ 4];7930;4;Trial: 3;B5.avi;B5.avi;B5.avi;3;
marcos;3;180;3;[ 3];8132;4;Trial: 3;B5.avi;B5.avi;B5.avi;3;
marcos;3;114;4;[ 2];10974;4;Trial: 3;B5.avi;B5.avi;B5.avi;2;
marcos;4;818;1;[ 4];60;11;Trial: 4;B6.avi;.;B6.avi;3;
marcos;4;102;2;[ 3];908;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;1216;3;[ 3];1026;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;1266;4;[ 3];2264;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;46;5;[ 3];3610;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;56;6;[ 3];3746;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;120;7;[ 3];3846;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;78;8;[ 3];3992;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;40;9;[ 3];4980;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;720;10;[ 3];5076;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;4;630;11;[ 3];5812;11;Trial: 4;B6.avi;B6.avi;B6.avi;3;
marcos;5;28;1;[ 4];16;12;Trial: 5;.;.;B7.avi;4;
marcos;5;134;2;[ 3];1222;12;Trial: 5;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B7.avi;3;
marcos;5;502;3;[ 4];1522;12;Trial: 5;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;B7.avi;3;
marcos;5;284;4;[ 4];2072;12;Trial: 5;B7.avi;B7.avi;B7.avi;4;
marcos;5;156;5;[ 3];2402;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;36;6;[ 4];2650;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;72;7;[ ];3438;12;Trial: 5;B7.avi;B7.avi;B7.avi;;
marcos;5;92;8;[ 3];5102;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;308;9;[ 3];5378;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;208;10;[ 3];5908;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;82;11;[ 3];6136;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;5;250;12;[ 3];6240;12;Trial: 5;B7.avi;B7.avi;B7.avi;3;
marcos;6;246;1;[ 4];54;17;Trial: 6;EstrelinhasR640x680.avi;.;D1.avi;4;
marcos;6;54;2;[ 4];324;17;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;4;7
marcos;6;54;3;[ 4];406;17;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;4;7
marcos;6;26;4;[ 3];494;17;Trial: 6;EstrelinhasR640x680.avi;EstrelinhasR640x680.avi;D1.avi;3;7
marcos;6;662;5;[ 3];570;17;Trial: 6;D1.avi;EstrelinhasR640x680.avi;D1.avi;3;7
marcos;6;324;6;[ 3];1344;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;32;7;[ 4];1720;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;848;8;[ 4];2394;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;336;9;[ 4];3290;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;200;10;[ 4];3654;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;36;11;[ 4];4062;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;404;12;[ 4];4118;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
marcos;6;90;13;[ 4];4588;17;Trial: 6;D1.avi;D1.avi;D1.avi;3;7
