"","video","crianca","parte","fixacoes","acerto_fundo","acerto_frente","olhou_pro_errado"
"1701","D4","valen","cruz",1,1,0,0
"1702","D4","valen","pos_cruz",1,1,0,0
"1703","D4","valen","pre_cruz",6,6,0,0
"1704","D4","yara","cruz",1,1,0,0
"1705","D4","yara","pos_cruz",3,3,0,0
"1706","D4","yara","pre_cruz",8,6,1,0
"1707","D4","yara.2","cruz",1,1,0,0
"1708","D4","yara.2","pos_cruz",3,2,1,0
"1709","D4","yara.2","pre_cruz",5,3,1,0
"1710","D5","adam","pos_cruz",1,0,0,0
"1711","D5","adam","pre_cruz",9,0,0,0
"1712","D5","ana","pre_cruz",5,5,0,0
"1713","D5","andre2t","pos_cruz",3,0,0,0
"1714","D5","andre2t","pre_cruz",14,2,0,0
"1715","D5","anelise","pre_cruz",6,5,0,0
"1716","D5","anili.2","cruz",1,1,0,0
"1717","D5","anili.2","pos_cruz",2,2,0,0
"1718","D5","anili.2","pre_cruz",5,5,0,0
"1719","D5","anne","pos_cruz",2,0,2,0
"1720","D5","anne","pre_cruz",5,0,4,0
"1721","D5","arthur","pre_cruz",1,0,0,0
"1722","D5","asafe.2","pos_cruz",3,2,1,0
"1723","D5","asafe.2","pre_cruz",4,4,0,0
"1724","D5","ayla","pos_cruz",1,1,0,0
"1725","D5","ayla","pre_cruz",7,6,0,0
"1726","D5","ayla.2","cruz",1,1,0,0
"1727","D5","ayla.2","pos_cruz",3,2,1,0
"1728","D5","ayla.2","pre_cruz",5,4,0,0
"1729","D5","bernardo","pre_cruz",9,6,0,0
"1730","D5","cecilia","pos_cruz",4,3,1,0
"1731","D5","cecilia","pre_cruz",6,6,0,0
"1732","D5","clari.2","pos_cruz",2,1,1,0
"1733","D5","clari.2","pre_cruz",7,3,0,2
"1734","D5","clarice","cruz",2,1,0,0
"1735","D5","clarice","pos_cruz",3,2,1,0
"1736","D5","clarice","pre_cruz",8,3,0,1
"1737","D5","diana","pos_cruz",3,2,0,0
"1738","D5","diana","pre_cruz",3,3,0,0
"1739","D5","emanuela","pos_cruz",2,1,1,0
"1740","D5","emanuela","pre_cruz",6,5,0,0
"1741","D5","emanuele","cruz",1,0,1,0
"1742","D5","emanuele","pos_cruz",5,3,1,0
"1743","D5","emanuele","pre_cruz",4,3,0,0
"1744","D5","ernesto","pos_cruz",3,2,1,0
"1745","D5","ernesto","pre_cruz",5,5,0,0
"1746","D5","everton","cruz",1,1,0,0
"1747","D5","everton","pos_cruz",8,4,3,0
"1748","D5","everton","pre_cruz",16,8,4,0
"1749","D5","felipe","cruz",1,0,0,0
"1750","D5","felipe","pos_cruz",2,0,0,0
"1751","D5","felipe","pre_cruz",9,0,0,0
"1752","D5","fidel","pos_cruz",2,1,1,0
"1753","D5","fidel","pre_cruz",24,21,1,1
"1754","D5","franc","cruz",1,0,0,0
"1755","D5","franc","pos_cruz",1,1,0,0
"1756","D5","franc","pre_cruz",6,2,2,0
"1757","D5","gabif.2","pre_cruz",7,2,0,1
"1758","D5","gabrielaf","pre_cruz",8,0,7,0
"1759","D5","giovana","pre_cruz",1,0,0,0
"1760","D5","gui","pos_cruz",2,1,1,0
"1761","D5","gui","pre_cruz",7,6,1,0
"1762","D5","gui.2","cruz",1,0,1,0
"1763","D5","gui.2","pos_cruz",1,1,0,0
"1764","D5","gui.2","pre_cruz",4,2,0,0
"1765","D5","heitor","pos_cruz",2,2,0,0
"1766","D5","heitor","pre_cruz",8,6,1,0
"1767","D5","heitor.2","cruz",1,1,0,0
"1768","D5","heitor.2","pos_cruz",5,3,2,0
"1769","D5","heitor.2","pre_cruz",7,5,0,0
"1770","D5","heitorm","pos_cruz",7,5,1,0
"1771","D5","heitorm","pre_cruz",5,5,0,0
"1772","D5","ingrid","pos_cruz",1,0,0,0
"1773","D5","ingrid","pre_cruz",4,0,0,0
"1774","D5","ingrid.2","cruz",2,0,0,0
"1775","D5","ingrid.2","pos_cruz",3,1,2,0
"1776","D5","ingrid.2","pre_cruz",9,5,1,0
"1777","D5","isabela","cruz",1,1,0,0
"1778","D5","isabela","pos_cruz",4,2,2,0
"1779","D5","isabela","pre_cruz",7,7,0,0
"1780","D5","isabelly","pos_cruz",2,2,0,0
"1781","D5","isabelly","pre_cruz",7,4,0,0
"1782","D5","joaop","pre_cruz",2,2,0,0
"1783","D5","leonardo","cruz",2,1,1,0
"1784","D5","leonardo","pos_cruz",2,1,1,0
"1785","D5","leonardo","pre_cruz",8,5,1,0
"1786","D5","lis","pre_cruz",7,1,0,0
"1787","D5","livia","pre_cruz",8,6,0,1
"1788","D5","livia.2","cruz",1,1,0,0
"1789","D5","livia.2","pos_cruz",2,1,0,0
"1790","D5","livia.2","pre_cruz",6,5,0,0
"1791","D5","lorena","pre_cruz",9,8,0,0
"1792","D5","lucas","pos_cruz",2,0,0,0
"1793","D5","lucas","pre_cruz",23,0,0,1
"1794","D5","lucas.2","pre_cruz",6,6,0,0
"1795","D5","lui","pos_cruz",4,2,2,0
"1796","D5","lui","pre_cruz",6,5,0,0
"1797","D5","luiso","pre_cruz",1,0,0,0
"1798","D5","manu.2","pos_cruz",2,1,1,0
"1799","D5","manu.2","pre_cruz",6,6,0,0
"1800","D5","manuela","pre_cruz",2,0,0,0
"1801","D5","manuella","cruz",2,0,0,0
"1802","D5","manuella","pos_cruz",3,0,0,0
"1803","D5","manuella","pre_cruz",10,8,0,0
"1804","D5","marcos","pos_cruz",4,3,1,0
"1805","D5","marcos","pre_cruz",11,5,0,2
"1806","D5","maril.2","cruz",1,1,0,0
"1807","D5","maril.2","pos_cruz",1,1,0,0
"1808","D5","maril.2","pre_cruz",4,3,0,0
"1809","D5","miguel","cruz",2,1,1,0
"1810","D5","miguel","pos_cruz",6,1,2,1
"1811","D5","miguel","pre_cruz",13,8,0,0
"1812","D5","miguel3","cruz",1,1,0,0
"1813","D5","miguel3","pos_cruz",3,2,1,0
"1814","D5","miguel3","pre_cruz",7,7,0,0
"1815","D5","murilo","pos_cruz",1,0,0,0
"1816","D5","murilo","pre_cruz",8,5,0,2
"1817","D5","olivia","pos_cruz",3,3,0,0
"1818","D5","olivia","pre_cruz",9,7,0,0
"1819","D5","paulo","pos_cruz",4,2,1,0
"1820","D5","paulo","pre_cruz",8,5,2,0
"1821","D5","pedro","pos_cruz",3,0,1,0
"1822","D5","pedro","pre_cruz",9,4,0,0
"1823","D5","pedro2","pos_cruz",4,3,0,0
"1824","D5","pedro2","pre_cruz",8,6,0,0
"1825","D5","rafa.2","pre_cruz",7,1,3,1
"1826","D5","rafael","pos_cruz",5,2,3,0
"1827","D5","rafael","pre_cruz",10,4,1,2
"1828","D5","ruben","pos_cruz",2,1,1,0
"1829","D5","ruben","pre_cruz",8,5,1,2
"1830","D5","sarah","pos_cruz",1,0,1,0
"1831","D5","sarah","pre_cruz",2,1,0,0
"1832","D5","sarah.2","pos_cruz",2,2,0,0
"1833","D5","sarah.2","pre_cruz",4,4,0,0
"1834","D5","teofinal","cruz",1,1,0,0
"1835","D5","teofinal","pos_cruz",3,2,1,0
"1836","D5","teofinal","pre_cruz",8,6,0,1
"1837","D5","theo","pos_cruz",2,2,0,0
"1838","D5","theo","pre_cruz",5,4,0,0
"1839","D5","valen","pos_cruz",1,0,1,0
"1840","D5","valen","pre_cruz",6,5,0,1
"1841","D5","yara","pos_cruz",4,3,1,0
"1842","D5","yara","pre_cruz",9,6,3,0
"1843","D5","yara.2","pos_cruz",2,1,1,0
"1844","D5","yara.2","pre_cruz",7,6,0,0
"1845","D7","adam","baseline",7,0,0,0
"1846","D7","ana","baseline",6,6,0,0
"1847","D7","andre2t","baseline",10,2,0,0
"1848","D7","anelise","baseline",20,17,0,0
"1849","D7","anili.2","baseline",8,8,0,0
"1850","D7","anne","baseline",32,7,0,0
"1851","D7","arthur","baseline",2,0,0,0
"1852","D7","asafe.2","baseline",5,3,0,0
"1853","D7","ayla","baseline",8,7,0,0
"1854","D7","ayla.2","baseline",9,8,0,0
"1855","D7","bernardo","baseline",4,3,0,0
"1856","D7","cecilia","baseline",8,7,0,0
"1857","D7","clari.2","baseline",8,5,0,0
"1858","D7","clarice","baseline",8,4,0,0
"1859","D7","diana","baseline",8,4,0,0
"1860","D7","edu.2","baseline",12,8,0,0
"1861","D7","emanuela","baseline",9,6,0,0
"1862","D7","emanuele","baseline",8,8,0,0
"1863","D7","ernesto","baseline",9,7,0,0
"1864","D7","everton","baseline",10,10,0,0
"1865","D7","felipe","baseline",6,0,0,0
"1866","D7","fidel","baseline",10,7,0,0
"1867","D7","franc","baseline",10,5,0,0
"1868","D7","gabi21t","baseline",14,0,0,0
"1869","D7","gabif.2","baseline",4,2,0,0
"1870","D7","gabrielaf","baseline",10,2,0,0
"1871","D7","gui","baseline",8,5,0,0
"1872","D7","gui.2","baseline",7,7,0,0
"1873","D7","heitor","baseline",7,6,0,0
"1874","D7","heitor.2","baseline",11,8,0,0
"1875","D7","heitorm","baseline",5,5,0,0
"1876","D7","ingrid","baseline",7,0,0,0
"1877","D7","ingrid.2","baseline",17,12,0,0
"1878","D7","isabela","baseline",9,7,0,0
"1879","D7","isabelly","baseline",5,2,0,0
"1880","D7","joaop","baseline",4,3,0,0
"1881","D7","leonardo","baseline",11,8,0,0
"1882","D7","lis","baseline",7,4,0,0
"1883","D7","livia","baseline",9,0,0,0
"1884","D7","livia.2","baseline",8,8,0,0
"1885","D7","lorena","baseline",11,7,0,0
"1886","D7","lucas","baseline",12,0,0,0
"1887","D7","lui","baseline",12,9,0,0
"1888","D7","luiso","baseline",12,0,0,0
"1889","D7","manu.2","baseline",9,9,0,0
"1890","D7","manuela","baseline",1,0,0,0
"1891","D7","manuella","baseline",18,16,0,0
"1892","D7","marcos","baseline",17,12,0,0
"1893","D7","marialu","baseline",13,11,0,0
"1894","D7","maril.2","baseline",15,6,0,0
"1895","D7","miguel","baseline",23,11,0,0
"1896","D7","miguel3","baseline",10,10,0,0
"1897","D7","murilo","baseline",7,7,0,0
"1898","D7","olivia","baseline",11,9,0,0
"1899","D7","paulo","baseline",13,6,0,0
"1900","D7","pedro","baseline",16,11,0,0
"1901","D7","pedro2","baseline",11,9,0,0
"1902","D7","rafa.2","baseline",10,3,0,0
"1903","D7","rafael","baseline",8,4,0,0
"1904","D7","ruben","baseline",8,8,0,0
"1905","D7","sarah","baseline",4,3,0,0
"1906","D7","sarah.2","baseline",5,5,0,0
"1907","D7","teofinal","baseline",10,6,0,0
"1908","D7","theo","baseline",11,10,0,0
"1909","D7","valen","baseline",5,4,0,0
"1910","D7","yara","baseline",11,9,0,0
"1911","D7","yara.2","baseline",11,9,0,0
