"","crianca","video","frente_fundo","fundo_frente","fundo_errado","errado_fundo","frente_errado","errado_frente","olhou_pro_errado","acerto_frente","indice_alternancia_rja","indice_alternancia_ija","indice_alternancia_objeto","total_acerto_frente","total_olhou_errado","fixation_acerto_frente","fixation_olhou_pro_errado","indice_acerto","condicao","pre_pos"
"542","pedro2","A6",0,0,0,0,0,0,0,1,0,0,0,68,0,68,0,1,"ija","1"
"543","pedro2","B2",0,1,0,0,0,0,0,1,1,0,0,812,0,416,0,1,"ija","1"
"544","pedro2","B5",1,1,0,0,0,0,0,1,1,1,0,312,0,312,0,1,"ija","1"
"545","pedro2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"546","pedro2","B7",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"rja","1"
"547","pedro2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"548","pedro2","D2",1,1,0,0,0,0,0,1,1,1,0,826,0,242,0,1,"ija","1"
"549","pedro2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"550","pedro2","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"551","rafa.2","A1",0,0,0,0,0,0,0,1,0,0,0,422,0,422,0,1,"rja","1"
"552","rafa.2","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"553","rafa.2","A6",0,0,0,0,0,0,0,1,0,0,0,58,0,58,0,1,"ija","1"
"554","rafa.2","B2",0,1,0,0,0,0,0,1,1,0,0,716,0,716,0,1,"ija","1"
"555","rafa.2","B5",0,0,0,0,0,1,1,1,0,0,-1,628,370,628,370,0,"ija","1"
"556","rafa.2","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"557","rafael","A2",0,1,0,0,0,0,0,1,1,0,0,852,0,156,0,1,"ija","0"
"558","rafael","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"559","rafael","B5",0,0,0,0,0,0,0,1,0,0,0,80,0,80,0,1,"ija","0"
"560","rafael","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"561","rafael","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"562","rafael","D2",0,0,0,0,0,0,0,1,0,0,0,1230,0,1230,0,1,"ija","0"
"563","rafael","D4",0,0,0,0,0,0,0,1,0,0,0,324,0,324,0,1,"rja","0"
"564","rafael","D5",0,1,0,0,0,0,0,1,1,0,0,587,0,382,0,1,"ija","0"
"565","ruben","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"566","ruben","A2",0,1,0,0,0,0,0,1,1,0,0,332,0,332,0,1,"ija","0"
"567","ruben","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"568","ruben","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"569","ruben","B2",0,1,0,0,0,0,0,1,1,0,0,686,0,330,0,1,"ija","0"
"570","ruben","B5",0,1,0,0,0,0,0,1,1,0,0,562,0,562,0,1,"ija","0"
"571","ruben","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"572","ruben","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"573","ruben","D2",0,0,0,0,0,0,0,1,0,0,0,670,0,670,0,1,"ija","0"
"574","ruben","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"575","ruben","D5",0,1,0,0,0,0,0,1,1,0,0,142,0,142,0,1,"ija","0"
"576","sarah","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"577","sarah","A2",1,0,0,0,0,0,0,1,0,1,0,620,0,620,0,1,"ija","0"
"578","sarah","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"579","sarah","A6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,"ija","0"
"580","sarah","B7",0,0,0,0,0,0,0,1,0,0,0,1754,0,1754,0,1,"rja","0"
"581","sarah","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"582","sarah","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"583","sarah","D5",0,0,0,0,0,0,0,1,0,0,0,424,0,424,0,1,"ija","0"
"584","sarah.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"585","sarah.2","A2",0,1,0,0,0,0,0,1,1,0,0,578,0,578,0,1,"ija","1"
"586","sarah.2","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"587","sarah.2","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"588","sarah.2","B2",0,1,0,0,0,0,0,1,1,0,0,60,0,60,0,1,"ija","1"
"589","sarah.2","B5",0,1,0,0,0,0,0,1,1,0,0,60,0,60,0,1,"ija","1"
"590","sarah.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"591","sarah.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"592","sarah.2","D2",1,1,0,0,0,0,0,1,1,1,0,404,0,404,0,1,"ija","1"
"593","sarah.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"594","sarah.2","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"595","teofinal","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"596","teofinal","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"597","teofinal","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"598","teofinal","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"599","teofinal","B5",0,1,0,0,0,0,0,1,1,0,0,288,0,288,0,1,"ija","1"
"600","teofinal","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"601","teofinal","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"602","teofinal","D2",1,0,0,0,0,0,0,1,0,1,0,578,0,284,0,1,"ija","1"
"603","teofinal","D4",1,0,0,0,0,0,0,1,0,1,0,168,0,168,0,1,"rja","1"
"604","teofinal","D5",0,1,0,0,0,0,0,1,1,0,0,276,0,276,0,1,"ija","1"
"605","theo","A1",0,0,0,1,0,0,1,0,0,-1,0,0,362,0,362,-1,"rja","0"
"606","theo","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"607","theo","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"608","theo","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"609","theo","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"610","theo","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"611","theo","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"612","theo","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"613","theo","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"614","theo","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"615","theo","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"616","theo","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"617","valen","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"618","valen","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"619","valen","A6",0,0,0,0,0,0,0,1,0,0,0,44,0,44,0,1,"ija","0"
"620","valen","B2",0,1,0,0,0,0,0,1,1,0,0,230,0,230,0,1,"ija","0"
"621","valen","B5",0,1,0,0,0,0,0,1,1,0,0,552,0,552,0,1,"ija","0"
"622","valen","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"623","valen","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"624","valen","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"625","valen","D2",0,0,0,0,0,0,0,1,0,0,0,420,0,420,0,1,"ija","0"
"626","valen","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"627","valen","D5",0,0,0,0,0,0,0,1,0,0,0,324,0,324,0,1,"ija","0"
"628","yara","A1",0,1,0,0,0,0,0,1,1,0,0,112,0,112,0,1,"rja","0"
"629","yara","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"630","yara","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"631","yara","B2",0,1,0,0,0,0,0,1,1,0,0,390,0,70,0,1,"ija","0"
"632","yara","B5",0,1,0,0,0,0,0,1,1,0,0,506,0,506,0,1,"ija","0"
"633","yara","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"634","yara","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"635","yara","D1",1,1,0,0,0,0,0,1,1,1,0,110,0,110,0,1,"rja","0"
"636","yara","D2",0,0,0,0,0,0,0,1,0,0,0,292,0,292,0,1,"ija","0"
"637","yara","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"638","yara","D5",0,1,0,0,0,0,0,1,1,0,0,352,0,352,0,1,"ija","0"
"639","yara.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"640","yara.2","A2",0,1,0,0,1,0,1,1,1,0,1,854,250,854,250,0,"ija","1"
"641","yara.2","A4",0,1,0,0,0,0,0,1,1,0,0,284,0,284,0,1,"rja","1"
"642","yara.2","A6",0,0,0,0,0,0,0,1,0,0,0,480,0,436,0,1,"ija","1"
"643","yara.2","B2",0,1,0,1,0,0,1,1,1,-1,0,594,0,176,0,0,"ija","1"
"644","yara.2","B5",0,1,0,0,0,0,0,1,1,0,0,1040,0,714,0,1,"ija","1"
"645","yara.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"646","yara.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"647","yara.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"648","yara.2","D2",0,0,0,0,0,0,0,1,0,0,0,378,0,378,0,1,"ija","1"
"649","yara.2","D4",0,1,0,0,0,0,0,1,1,0,0,336,0,336,0,1,"rja","1"
"650","yara.2","D5",0,1,0,0,0,0,0,1,1,0,0,534,0,534,0,1,"ija","1"
