"","crianca","video","frente_fundo","fundo_frente","fundo_errado","errado_fundo","frente_errado","errado_frente","olhou_pro_errado","acerto_frente","indice_alternancia_rja","indice_alternancia_ija","indice_alternancia_objeto","total_acerto_frente","total_olhou_errado","fixation_acerto_frente","fixation_olhou_pro_errado","indice_acerto","condicao","pre_pos"
"264","gui.2","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"265","gui.2","B2",0,1,0,0,0,0,0,1,1,0,0,840,0,368,0,1,"ija","1"
"266","gui.2","B5",0,0,0,0,0,0,0,1,0,0,0,1096,0,898,0,1,"ija","1"
"267","gui.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"268","gui.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"269","gui.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"270","gui.2","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"271","gui.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"272","gui.2","D5",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"ija","1"
"273","heitor","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"274","heitor","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"275","heitor","A6",0,0,0,0,0,0,0,1,0,0,0,332,0,332,0,1,"ija","0"
"276","heitor","B2",0,1,0,0,0,0,0,1,1,0,0,748,0,748,0,1,"ija","0"
"277","heitor","B5",0,1,0,0,0,0,0,1,1,0,0,178,0,178,0,1,"ija","0"
"278","heitor","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"279","heitor","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"280","heitor","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"281","heitor","D2",0,1,0,0,0,0,0,1,1,0,0,496,0,496,0,1,"ija","0"
"282","heitor","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"283","heitor","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"284","heitor.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"285","heitor.2","A2",0,1,0,0,0,0,0,1,1,0,0,492,0,264,0,1,"ija","1"
"286","heitor.2","A4",0,1,0,0,0,0,0,1,1,0,0,556,0,206,0,1,"rja","1"
"287","heitor.2","A6",0,1,0,0,0,0,0,1,1,0,0,294,0,248,0,1,"ija","1"
"288","heitor.2","B2",0,1,0,0,0,0,0,1,1,0,0,584,0,458,0,1,"ija","1"
"289","heitor.2","B5",0,1,0,0,0,0,0,1,1,0,0,1186,0,166,0,1,"ija","1"
"290","heitor.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"291","heitor.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"292","heitor.2","D1",0,0,0,0,0,0,0,1,0,0,0,268,0,268,0,1,"rja","1"
"293","heitor.2","D2",0,1,0,0,0,0,0,1,1,0,0,194,0,194,0,1,"ija","1"
"294","heitor.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"295","heitor.2","D5",0,1,0,0,0,0,0,1,1,0,0,412,0,308,0,1,"ija","1"
"296","heitorm","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"297","heitorm","A2",0,0,0,1,0,0,1,0,0,-1,0,0,590,0,264,-1,"ija","0"
"298","heitorm","A4",0,1,0,0,0,0,0,1,1,0,0,62,0,62,0,1,"rja","0"
"299","heitorm","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"300","heitorm","B5",0,1,0,0,0,0,0,1,1,0,0,820,0,472,0,1,"ija","0"
"301","heitorm","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"302","heitorm","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"303","heitorm","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"304","heitorm","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"305","heitorm","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"306","heitorm","D5",0,1,0,0,0,0,0,1,1,0,0,52,0,52,0,1,"ija","0"
"307","ingrid","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"308","ingrid","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"309","ingrid","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"310","ingrid","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"311","ingrid","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"312","ingrid","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"313","ingrid","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"314","ingrid","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"315","ingrid","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"316","ingrid","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"317","ingrid.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"318","ingrid.2","A2",1,0,0,0,0,0,0,1,0,1,0,688,0,688,0,1,"ija","1"
"319","ingrid.2","A4",0,0,1,0,0,0,1,0,-1,0,0,0,618,0,618,-1,"rja","1"
"320","ingrid.2","A6",0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,"ija","1"
"321","ingrid.2","B2",0,1,0,0,0,0,0,1,1,0,0,368,0,368,0,1,"ija","1"
"322","ingrid.2","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"323","ingrid.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"324","ingrid.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"325","ingrid.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"326","ingrid.2","D2",0,0,0,0,0,0,0,1,0,0,0,642,0,342,0,1,"ija","1"
"327","ingrid.2","D5",0,1,0,0,0,0,0,1,1,0,0,256,0,132,0,1,"ija","1"
"328","isabela","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"329","isabela","A2",0,0,0,0,0,0,0,1,0,0,0,206,0,162,0,1,"ija","0"
"330","isabela","A4",0,1,0,0,0,0,0,1,1,0,0,132,0,132,0,1,"rja","0"
"331","isabela","A6",1,1,0,0,0,0,0,1,1,1,0,622,0,462,0,1,"ija","0"
"332","isabela","B2",0,1,0,0,0,0,0,1,1,0,0,780,0,780,0,1,"ija","0"
"333","isabela","B5",0,1,0,0,0,0,0,1,1,0,0,951,0,554,0,1,"ija","0"
"334","isabela","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"335","isabela","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"336","isabela","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"337","isabela","D2",0,2,0,0,0,0,0,1,1,0,0,384,0,268,0,1,"ija","0"
"338","isabela","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"339","isabela","D5",0,1,0,0,0,0,0,1,1,0,0,452,0,276,0,1,"ija","0"
"340","isabelly","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"341","isabelly","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"342","isabelly","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"343","isabelly","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"344","isabelly","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"345","isabelly","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"346","isabelly","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"347","isabelly","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"348","joaop","A1",0,0,0,0,0,0,1,0,0,0,0,0,100,0,100,-1,"rja","0"
"349","joaop","B2",0,1,0,0,0,0,0,1,1,0,0,680,0,464,0,1,"ija","0"
"350","joaop","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"351","joaop","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"352","joaop","D2",0,1,0,0,0,0,0,1,1,0,0,72,0,72,0,1,"ija","0"
"353","leonardo","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"354","leonardo","A2",1,0,0,0,0,0,0,1,0,1,0,780,0,398,0,1,"ija","-"
"355","leonardo","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"356","leonardo","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"357","leonardo","B2",0,1,0,0,0,0,0,1,1,0,0,346,0,346,0,1,"ija","-"
"358","leonardo","B5",0,1,0,0,0,0,0,1,1,0,0,1376,0,356,0,1,"ija","-"
"359","leonardo","B7",0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,"rja","-"
"360","leonardo","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"361","leonardo","D2",1,2,0,0,0,0,0,1,1,1,0,598,0,450,0,1,"ija","-"
"362","leonardo","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"363","leonardo","D5",0,1,0,0,0,0,0,1,1,0,0,546,0,546,0,1,"ija","-"
"364","lis","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"365","lis","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"366","lis","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"367","lis","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"368","lis","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"369","lis","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"370","lis","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"371","lis","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"372","lis","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"373","livia","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"374","livia","A2",0,0,0,0,0,0,1,0,0,0,0,0,126,0,126,-1,"ija","0"
"375","livia","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"376","livia.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"377","livia.2","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"378","livia.2","A4",0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,"rja","1"
"379","livia.2","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"380","livia.2","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"381","livia.2","B5",0,1,0,0,0,0,0,1,1,0,0,466,0,466,0,1,"ija","1"
"382","livia.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"383","livia.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"384","livia.2","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"385","livia.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"386","livia.2","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"387","lorena","A1",0,0,0,1,0,0,1,0,0,-1,0,0,120,0,120,-1,"rja","0"
"388","lorena","A2",0,1,0,0,0,0,0,1,1,0,0,370,0,370,0,1,"ija","0"
"389","lorena","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"390","lorena","B7",0,1,0,0,0,0,0,1,1,0,0,314,0,136,0,1,"rja","0"
"391","lorena","D1",1,0,0,0,0,0,0,1,0,1,0,886,0,224,0,1,"rja","0"
"392","lorena","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"393","lucas","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"394","lucas","B2",0,0,0,0,0,0,0,1,0,0,0,288,0,148,0,1,"ija","-"
"395","lucas","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"396","lucas","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"397","lucas","B7",0,0,0,0,0,0,0,1,0,0,0,1290,0,108,0,1,"rja","-"
"398","lucas","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"399","lucas","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"400","lucas","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"401","lucas","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"402","lucas.2","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"403","lucas.2","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"404","lucas.2","B2",0,0,0,0,0,0,0,1,0,0,0,328,0,328,0,1,"ija","1"
"405","lucas.2","B5",0,0,0,0,0,0,1,0,0,0,0,0,148,0,58,-1,"ija","1"
"406","lucas.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"407","lucas.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"408","lucas.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"409","lucas.2","D2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,"ija","1"
"410","lucas.2","D4",1,0,0,0,0,0,0,1,0,1,0,478,0,478,0,1,"rja","1"
"411","lui","A1",0,0,1,0,0,0,1,0,-1,0,0,0,250,0,250,-1,"rja","0"
"412","lui","A2",0,1,0,1,0,0,1,1,1,-1,0,780,0,314,0,0,"ija","0"
"413","lui","A4",1,2,0,0,0,0,0,1,1,1,0,948,0,166,0,1,"rja","0"
"414","lui","A6",0,1,0,0,0,0,0,1,1,0,0,232,0,232,0,1,"ija","0"
"415","lui","B2",0,1,0,0,0,0,0,1,1,0,0,286,0,286,0,1,"ija","0"
"416","lui","B5",0,1,0,0,0,0,0,1,1,0,0,902,0,460,0,1,"ija","0"
"417","lui","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"418","lui","D1",2,1,0,0,0,0,0,1,1,1,0,644,0,410,0,1,"rja","0"
"419","lui","D2",0,1,0,0,0,0,0,1,1,0,0,1248,0,586,0,1,"ija","0"
"420","lui","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"421","lui","D5",0,1,0,0,0,0,0,1,1,0,0,450,0,308,0,1,"ija","0"
"422","luiso","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"423","luiso","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"424","luiso","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"425","luiso","B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"426","luiso","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"427","luiso","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"428","manu.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"429","manu.2","A2",1,1,0,0,0,0,0,1,1,1,0,230,0,230,0,1,"ija","1"
"430","manu.2","A4",0,1,0,0,0,0,0,1,1,0,0,4,0,4,0,1,"rja","1"
"431","manu.2","A6",0,0,0,0,0,0,1,1,0,0,0,74,0,74,0,0,"ija","1"
"432","manu.2","B2",0,1,0,0,0,0,0,1,1,0,0,588,0,588,0,1,"ija","1"
"433","manu.2","B5",1,1,0,0,0,0,0,1,1,1,0,1060,0,558,0,1,"ija","1"
"434","manu.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"435","manu.2","B7",0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,"rja","1"
"436","manu.2","D1",1,0,0,0,0,0,0,1,0,1,0,176,0,176,0,1,"rja","1"
"437","manu.2","D2",1,1,0,0,0,0,0,1,1,1,0,426,0,426,0,1,"ija","1"
"438","manu.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"439","manu.2","D5",0,1,0,0,0,0,0,1,1,0,0,222,0,222,0,1,"ija","1"
"440","manuela","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"441","manuella","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"442","manuella","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"443","manuella","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"444","manuella","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"445","manuella","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"446","manuella","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"447","marcos","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"448","marcos","A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"449","marcos","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"450","marcos","A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"451","marcos","B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"452","marcos","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"453","marcos","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"454","marcos","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"455","marcos","D2",1,1,0,0,0,0,0,1,1,1,0,168,0,168,0,1,"ija","-"
"456","marcos","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"457","marcos","D5",0,1,0,0,0,0,0,1,1,0,0,148,0,148,0,1,"ija","-"
"458","marialu","A2",0,1,0,0,0,0,0,1,1,0,0,240,0,216,0,1,"ija","0"
"459","marialu","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"460","marialu","A6",0,0,0,0,0,0,0,1,0,0,0,388,0,60,0,1,"ija","0"
"461","marialu","B7",0,0,0,1,1,0,1,1,0,-1,1,396,598,396,598,0,"rja","0"
"462","marialu","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"463","marialu","D2",0,0,0,0,0,0,0,1,0,0,0,734,0,528,0,1,"ija","0"
"464","maril.2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"465","maril.2","A2",1,1,0,0,0,0,0,1,1,1,0,912,0,316,0,1,"ija","1"
"466","maril.2","A4",0,1,0,0,0,0,0,1,1,0,0,78,0,78,0,1,"rja","1"
"467","maril.2","A6",0,1,0,0,0,0,0,1,1,0,0,250,0,250,0,1,"ija","1"
"468","maril.2","B2",0,1,0,0,0,0,0,1,1,0,0,624,0,624,0,1,"ija","1"
"469","maril.2","B5",1,0,0,0,0,0,0,1,0,1,0,320,0,320,0,1,"ija","1"
"470","maril.2","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"471","maril.2","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"472","maril.2","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"473","maril.2","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"474","maril.2","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"475","maril.2","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","1"
"476","miguel","A2",0,1,0,0,0,0,0,1,1,0,0,426,0,400,0,1,"ija","-"
"477","miguel","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"478","miguel","A6",0,1,0,0,0,0,0,1,1,0,0,192,0,192,0,1,"ija","-"
"479","miguel","B5",1,2,0,0,0,0,0,1,1,1,0,660,0,34,0,1,"ija","-"
"480","miguel","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"481","miguel","B7",1,1,1,1,0,0,1,1,0,0,0,162,506,162,506,0,"rja","-"
"482","miguel","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"483","miguel","D2",0,1,0,0,0,0,0,1,1,0,0,688,0,134,0,1,"ija","-"
"484","miguel","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"485","miguel","D5",0,1,0,0,0,0,1,1,1,0,0,584,28,414,28,0,"ija","-"
"486","miguel3","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"487","miguel3","A2",1,1,0,0,0,0,0,1,1,1,0,340,0,340,0,1,"ija","-"
"488","miguel3","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"489","miguel3","A6",1,1,0,0,0,0,0,1,1,1,0,354,0,184,0,1,"ija","-"
"490","miguel3","B2",1,1,0,0,0,0,0,1,1,1,0,788,0,506,0,1,"ija","-"
"491","miguel3","B5",0,1,0,0,0,0,0,1,1,0,0,520,0,520,0,1,"ija","-"
"492","miguel3","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"493","miguel3","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"494","miguel3","D2",1,1,0,0,0,0,0,1,1,1,0,458,0,458,0,1,"ija","-"
"495","miguel3","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"496","miguel3","D5",0,1,0,0,0,0,0,1,1,0,0,468,0,468,0,1,"ija","-"
"497","murilo","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"498","murilo","A2",0,1,0,0,0,0,0,1,1,0,0,1040,0,286,0,1,"ija","0"
"499","murilo","A4",0,1,0,0,0,0,0,1,1,0,0,398,0,192,0,1,"rja","0"
"500","murilo","A6",0,1,0,1,0,0,1,1,1,-1,0,146,146,114,146,0,"ija","0"
"501","murilo","B5",0,1,0,0,0,0,0,1,1,0,0,636,0,330,0,1,"ija","0"
"502","murilo","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"503","murilo","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"504","murilo","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"505","murilo","D2",0,1,0,0,0,0,0,1,1,0,0,800,0,302,0,1,"ija","0"
"506","murilo","D4",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"rja","0"
"507","murilo","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","0"
"508","olivia","A2",1,0,0,0,0,0,0,1,0,1,0,266,0,266,0,1,"ija","-"
"509","olivia","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"510","olivia","B2",0,1,0,0,0,0,0,1,1,0,0,330,0,330,0,1,"ija","-"
"511","olivia","B5",0,0,0,0,0,0,0,1,0,0,0,174,0,174,0,1,"ija","-"
"512","olivia","B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"513","olivia","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"514","olivia","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"515","olivia","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"516","olivia","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"517","olivia","D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"518","paulo","A1",1,0,0,0,0,0,0,1,0,1,0,480,0,480,0,1,"rja","-"
"519","paulo","A2",1,0,0,0,0,0,0,1,0,1,0,480,0,194,0,1,"ija","-"
"520","paulo","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","-"
"521","paulo","A6",0,0,0,0,0,0,0,1,0,0,0,360,0,360,0,1,"ija","-"
"522","paulo","B2",1,1,0,0,0,0,0,1,1,1,0,570,0,150,0,1,"ija","-"
"523","paulo","B5",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"ija","-"
"524","paulo","B6",0,1,0,0,0,0,0,1,1,0,0,356,0,168,0,1,"rja","-"
"525","paulo","B7",1,0,0,0,0,0,0,1,0,1,0,186,0,186,0,1,"rja","-"
"526","paulo","D1",0,0,1,1,0,0,1,0,-1,-1,0,0,276,0,276,-1,"rja","-"
"527","paulo","D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ija","-"
"528","paulo","D5",0,1,0,0,0,0,0,1,1,0,0,218,0,218,0,1,"ija","-"
"529","pedro","A1",0,0,0,0,0,0,0,1,0,0,0,100,0,100,0,1,"rja","0"
"530","pedro","A2",0,0,0,0,0,0,1,0,0,0,0,0,1580,0,416,-1,"ija","0"
"531","pedro","A6",1,1,0,0,0,0,0,1,1,1,0,156,0,156,0,1,"ija","0"
"532","pedro","B2",0,0,0,0,0,0,1,0,0,0,0,0,416,0,416,-1,"ija","0"
"533","pedro","B5",0,0,0,0,0,0,0,1,0,0,0,450,0,450,0,1,"ija","0"
"534","pedro","B7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"535","pedro","D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"536","pedro","D2",0,0,0,0,0,0,1,0,0,0,0,0,854,0,476,-1,"ija","0"
"537","pedro","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","0"
"538","pedro","D5",0,0,0,0,0,0,0,1,0,0,0,68,0,68,0,1,"ija","0"
"539","pedro2","A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
"540","pedro2","A2",1,1,0,0,0,0,0,1,1,1,0,172,0,172,0,1,"ija","1"
"541","pedro2","A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rja","1"
