"","video_clip","RECORDING_SESSION_LABEL","TRIAL_INDEX","CURRENT_FIX_DURATION","CURRENT_FIX_INDEX","CURRENT_FIX_INTEREST_AREAS","CURRENT_FIX_START","TRIAL_FIXATION_TOTAL","TRIAL_LABEL","VIDEO_NAME_END","VIDEO_NAME_START","ROIfundo","ROIfrente","anchor_time","correction_time","CRUZ_START.x","CRUZ_END.x","parte_trial","CRUZ_START.y","CRUZ_END.y","trial","Estímulo(referencia esq/dir - olhando para tela)","Roi cabeça(fundo)","ROI alvo (frente)","ROI Nalvo (frente)","acerto_fundo","acerto_frente","olhou_pro_errado"
"2688","A6","ana",15,298,4,"[ 4]",1296,9,"Trial: 15","A6.avi","A6.avi",3,NA,680,616,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2689","A6","ana",15,480,5,"[ 4]",1926,9,"Trial: 15","A6.avi","A6.avi",3,NA,1310,616,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2690","A6","ana",15,182,6,"[ 3]",4992,9,"Trial: 15","A6.avi","A6.avi",3,NA,4376,616,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2691","A6","ana",15,508,7,"[ 3]",5288,9,"Trial: 15","A6.avi","A6.avi",3,NA,4672,616,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2692","A6","ana",15,146,8,"[ 3]",6046,9,"Trial: 15","A6.avi","A6.avi",3,NA,5430,616,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2693","A6","ana",15,786,9,"[ 3]",6214,9,"Trial: 15","A6.avi","A6.avi",3,NA,5598,616,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2694","A6","andre2t",15,2976,1,"[ 5]",7,2,"Trial: 15","A6.avi",".",5,NA,0,7,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2695","A6","andre2t",15,3408,2,"[ 3]",3010,2,"Trial: 15","A6.avi","A6.avi",3,NA,3003,7,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2696","A6","anelise",15,32,1,"[ 4]",1038,12,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",3,NA,-98,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2697","A6","anelise",15,474,2,"[ 4]",1136,12,"Trial: 15","A6.avi","EstrelinhasR640x680.avi",3,NA,0,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2698","A6","anelise",15,68,3,"[ 4]",1680,12,"Trial: 15","A6.avi","A6.avi",4,NA,544,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2699","A6","anelise",15,78,4,"[ 4]",1950,12,"Trial: 15","A6.avi","A6.avi",4,NA,814,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2700","A6","anelise",15,100,5,"[ 4]",2310,12,"Trial: 15","A6.avi","A6.avi",3,NA,1174,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2701","A6","anelise",15,72,6,"[ 4]",3278,12,"Trial: 15","A6.avi","A6.avi",3,NA,2142,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2702","A6","anelise",15,30,7,"[ 3]",4242,12,"Trial: 15","A6.avi","A6.avi",3,NA,3106,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2703","A6","anelise",15,68,8,"[ 3]",4310,12,"Trial: 15","A6.avi","A6.avi",3,NA,3174,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2704","A6","anelise",15,24,9,"[ 4]",4452,12,"Trial: 15","A6.avi","A6.avi",3,NA,3316,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2705","A6","anelise",15,54,10,"[ 4]",4726,12,"Trial: 15","A6.avi","A6.avi",3,NA,3590,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2706","A6","anelise",15,84,11,"[ 4]",4942,12,"Trial: 15","A6.avi","A6.avi",4,7,3806,1136,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2707","A6","anelise",15,64,12,"[ 4]",5550,12,"Trial: 15","A6.avi","A6.avi",4,7,4414,1136,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2708","A6","anili.2",15,62,1,"[ 3]",10,16,"Trial: 15",".",".",3,NA,-390,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2709","A6","anili.2",15,260,2,"[ 3]",120,16,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",3,NA,-280,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2710","A6","anili.2",15,598,3,"[ 3]",400,16,"Trial: 15","A6.avi","EstrelinhasR640x680.avi",3,NA,0,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2711","A6","anili.2",15,796,4,"[ 3]",1016,16,"Trial: 15","A6.avi","A6.avi",3,NA,616,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2712","A6","anili.2",15,66,5,"[ 3]",1830,16,"Trial: 15","A6.avi","A6.avi",3,NA,1430,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2713","A6","anili.2",15,92,6,"[ 3]",1912,16,"Trial: 15","A6.avi","A6.avi",3,NA,1512,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2714","A6","anili.2",15,216,7,"[ 3]",2074,16,"Trial: 15","A6.avi","A6.avi",3,NA,1674,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2715","A6","anili.2",15,86,8,"[ 3]",2314,16,"Trial: 15","A6.avi","A6.avi",3,NA,1914,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2716","A6","anili.2",15,72,9,"[ 3]",2458,16,"Trial: 15","A6.avi","A6.avi",3,NA,2058,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2717","A6","anili.2",15,44,10,"[ 3]",2588,16,"Trial: 15","A6.avi","A6.avi",3,NA,2188,400,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2718","A6","anili.2",15,158,11,"[ 3]",4808,16,"Trial: 15","A6.avi","A6.avi",3,NA,4408,400,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2719","A6","anili.2",15,312,12,"[ 3]",5048,16,"Trial: 15","A6.avi","A6.avi",3,NA,4648,400,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2720","A6","anili.2",15,448,13,"[ 3]",5406,16,"Trial: 15","A6.avi","A6.avi",3,NA,5006,400,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2721","A6","anili.2",15,206,14,"[ 3]",5872,16,"Trial: 15","A6.avi","A6.avi",3,NA,5472,400,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2722","A6","anili.2",15,330,15,"[ 4]",6134,16,"Trial: 15","A6.avi","A6.avi",4,7,5734,400,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2723","A6","anili.2",15,228,16,"[ 4]",6538,16,"Trial: 15","A6.avi","A6.avi",4,7,6138,400,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2724","A6","anne",15,94,1,"[ ]",360,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-4858,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2725","A6","anne",15,46,2,"[ 2]",852,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",2,NA,-4366,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2726","A6","anne",15,68,3,"[ ]",1544,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-3674,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2727","A6","anne",15,48,4,"[ ]",1686,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-3532,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2728","A6","anne",15,90,5,"[ ]",1824,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-3394,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2729","A6","anne",15,1266,6,"[ ]",2076,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-3142,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2730","A6","anne",15,80,7,"[ ]",3418,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-1800,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2731","A6","anne",15,234,8,"[ ]",3544,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-1674,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2732","A6","anne",15,22,9,"[ ]",3804,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-1414,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2733","A6","anne",15,176,10,"[ ]",3946,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-1272,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2734","A6","anne",15,36,11,"[ ]",4194,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-1024,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2735","A6","anne",15,234,12,"[ ]",4256,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-962,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2736","A6","anne",15,252,13,"[ ]",4516,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-702,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2737","A6","anne",15,246,14,"[ ]",4838,29,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,-380,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2738","A6","anne",15,138,15,"[ ]",5218,29,"Trial: 15","A6.avi","A6.avi",NA,NA,0,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2739","A6","anne",15,50,16,"[ ]",5568,29,"Trial: 15","A6.avi","A6.avi",NA,NA,350,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2740","A6","anne",15,84,17,"[ ]",6990,29,"Trial: 15","A6.avi","A6.avi",NA,NA,1772,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2741","A6","anne",15,68,18,"[ ]",7484,29,"Trial: 15","A6.avi","A6.avi",NA,NA,2266,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2742","A6","anne",15,386,19,"[ ]",7780,29,"Trial: 15","A6.avi","A6.avi",NA,NA,2562,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2743","A6","anne",15,266,20,"[ ]",8220,29,"Trial: 15","A6.avi","A6.avi",NA,NA,3002,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2744","A6","anne",15,140,21,"[ ]",8540,29,"Trial: 15","A6.avi","A6.avi",NA,NA,3322,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2745","A6","anne",15,46,22,"[ ]",8696,29,"Trial: 15","A6.avi","A6.avi",NA,NA,3478,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2746","A6","anne",15,176,23,"[ ]",8882,29,"Trial: 15","A6.avi","A6.avi",NA,NA,3664,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2747","A6","anne",15,56,24,"[ ]",9228,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4010,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2748","A6","anne",15,24,25,"[ ]",9398,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4180,5218,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2749","A6","anne",15,70,26,"[ ]",9532,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4314,5218,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2750","A6","anne",15,46,27,"[ ]",9696,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4478,5218,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2751","A6","anne",15,84,28,"[ ]",9902,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4684,5218,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2752","A6","anne",15,188,29,"[ ]",10014,29,"Trial: 15","A6.avi","A6.avi",NA,NA,4796,5218,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2753","A6","arthur",15,22,1,"[ ]",306,1,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,0,0,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2754","A6","asafe",15,36,1,"[ 5]",1744,2,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",5,NA,0,0,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2755","A6","asafe",15,46,2,"[ ]",2124,2,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",NA,NA,0,0,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2756","A6","asafe.2",15,966,1,"[ 3]",10,8,"Trial: 15","A6.avi",".",3,NA,0,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2757","A6","asafe.2",15,252,2,"[ 3]",998,8,"Trial: 15","A6.avi","A6.avi",3,NA,988,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2758","A6","asafe.2",15,504,3,"[ 4]",1292,8,"Trial: 15","A6.avi","A6.avi",4,7,1282,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2759","A6","asafe.2",15,172,4,"[ ]",3050,8,"Trial: 15","A6.avi","A6.avi",NA,NA,3040,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2760","A6","asafe.2",15,210,5,"[ 3]",3284,8,"Trial: 15","A6.avi","A6.avi",3,NA,3274,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2761","A6","asafe.2",15,1872,6,"[ 3]",3520,8,"Trial: 15","A6.avi","A6.avi",3,NA,3510,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2762","A6","asafe.2",15,642,7,"[ 3]",5412,8,"Trial: 15","A6.avi","A6.avi",3,NA,5402,10,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2763","A6","asafe.2",15,292,8,"[ 2]",6098,8,"Trial: 15","A6.avi","A6.avi",2,7,6088,10,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2764","A6","ayla",15,282,1,"[ 1]",120,4,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",1,NA,-318,438,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2765","A6","ayla",15,2094,2,"[ 3]",438,4,"Trial: 15","A6.avi","EstrelinhasR640x680.avi",3,NA,0,438,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2766","A6","ayla",15,2354,3,"[ 3]",2556,4,"Trial: 15","A6.avi","A6.avi",3,NA,2118,438,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2767","A6","ayla",15,1866,4,"[ 3]",4934,4,"Trial: 15","A6.avi","A6.avi",3,NA,4496,438,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2768","A6","ayla.2",15,106,1,"[ 4]",10,8,"Trial: 15","EstrelinhasR640x680.avi",".",4,7,-594,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2769","A6","ayla.2",15,252,2,"[ 4]",328,8,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",3,NA,-276,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2770","A6","ayla.2",15,632,3,"[ 3]",604,8,"Trial: 15","A6.avi","EstrelinhasR640x680.avi",3,NA,0,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2771","A6","ayla.2",15,2568,4,"[ 3]",1258,8,"Trial: 15","A6.avi","A6.avi",3,NA,654,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2772","A6","ayla.2",15,486,5,"[ 3]",3852,8,"Trial: 15","A6.avi","A6.avi",3,NA,3248,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2773","A6","ayla.2",15,1314,6,"[ 3]",4362,8,"Trial: 15","A6.avi","A6.avi",3,NA,3758,604,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2774","A6","ayla.2",15,1044,7,"[ 3]",5694,8,"Trial: 15","A6.avi","A6.avi",3,NA,5090,604,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2775","A6","ayla.2",15,250,8,"[ 4]",6774,8,"Trial: 15","A6.avi","A6.avi",4,7,6170,604,"4237","4737","pos_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2776","A6","bernardo",15,62,1,"[ 3]",2664,9,"Trial: 15","EstrelinhasR640x680.avi","EstrelinhasR640x680.avi",3,NA,-78,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2777","A6","bernardo",15,748,2,"[ 3]",2742,9,"Trial: 15","A6.avi","EstrelinhasR640x680.avi",3,NA,0,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2778","A6","bernardo",15,400,3,"[ 3]",3586,9,"Trial: 15","A6.avi","A6.avi",3,NA,844,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2779","A6","bernardo",15,140,4,"[ ]",4098,9,"Trial: 15","A6.avi","A6.avi",NA,NA,1356,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2780","A6","bernardo",15,54,5,"[ ]",4302,9,"Trial: 15","A6.avi","A6.avi",NA,NA,1560,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2781","A6","bernardo",15,162,6,"[ 2]",4392,9,"Trial: 15","A6.avi","A6.avi",2,7,1650,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2782","A6","bernardo",15,28,7,"[ ]",6364,9,"Trial: 15","A6.avi","A6.avi",NA,NA,3622,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2783","A6","bernardo",15,72,8,"[ ]",6650,9,"Trial: 15","A6.avi","A6.avi",NA,NA,3908,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2784","A6","bernardo",15,248,9,"[ ]",6750,9,"Trial: 15","A6.avi","A6.avi",NA,NA,4008,2742,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2785","A6","cecilia",15,412,1,"[ 2]",10,10,"Trial: 15","A6.avi",".",2,7,0,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","TRUE","FALSE"
"2786","A6","cecilia",15,142,2,"[ 3]",458,10,"Trial: 15","A6.avi","A6.avi",3,NA,448,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2787","A6","cecilia",15,916,3,"[ 3]",616,10,"Trial: 15","A6.avi","A6.avi",3,NA,606,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2788","A6","cecilia",15,690,4,"[ 3]",1554,10,"Trial: 15","A6.avi","A6.avi",3,NA,1544,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2789","A6","cecilia",15,1264,5,"[ 3]",2264,10,"Trial: 15","A6.avi","A6.avi",3,NA,2254,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"TRUE","FALSE","FALSE"
"2790","A6","cecilia",15,240,6,"[ ]",4232,10,"Trial: 15","A6.avi","A6.avi",NA,NA,4222,10,"4237","4737","pre_cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","FALSE"
"2791","A6","cecilia",15,216,7,"[ 6]",4508,10,"Trial: 15","A6.avi","A6.avi",6,8,4498,10,"4237","4737","cruz","4237","4737",15,"IJA - brinquedo da esquerda se move (jovem)",3,7,8,"FALSE","FALSE","TRUE"
