"","trial","time","parte","video","roi_frente_empirico","roi_fundo_empirico","roi_alvo_fundo","roi_alvo_frente","roi_nao_alvo","acerto_frente","acerto_fundo","olhou_pro_errado"
"139",11,-102,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"140",11,0,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"141",11,1222,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"142",11,1368,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"143",11,1516,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"144",11,1718,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"145",11,1836,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"146",11,1932,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"147",11,2202,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"148",11,2340,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"149",11,2424,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"150",11,2526,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"151",11,2762,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"152",11,2940,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"153",11,3874,"cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"154",11,6350,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"155",11,6676,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"156",11,0,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"157",11,406,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"158",11,712,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"159",11,1556,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"160",11,1750,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"161",11,2262,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"162",11,5884,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"163",11,-366,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"164",11,0,"pre_cruz","A1",NA,5,3,8,7,"FALSE","FALSE","FALSE"
"165",11,258,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"166",11,720,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"167",11,1838,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"168",11,2334,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"169",11,3506,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"170",11,4690,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"171",11,-540,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"172",11,-250,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"173",11,0,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"174",11,632,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"175",11,2216,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"176",11,3040,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"177",11,5220,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"178",11,5584,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"179",11,-142,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"180",11,0,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"181",11,442,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"182",11,728,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"183",11,1034,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"184",11,2140,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"185",11,5956,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"186",11,-1402,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"187",11,-1141,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"188",11,-916,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"189",11,-747,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"190",11,-388,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"191",11,0,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"192",11,271,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"193",11,1229,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"194",11,1441,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"195",11,1709,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"196",11,2515,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"197",11,3328,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"198",11,3511,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"199",11,3953,"cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"200",11,4118,"cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"201",11,4516,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"202",11,5143,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"203",11,5411,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"204",11,5573,"pos_cruz","A1",8,6,3,8,7,"TRUE","FALSE","FALSE"
"205",11,5821,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"206",11,0,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"207",11,726,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"208",11,1082,"pre_cruz","A1",NA,2,3,8,7,"FALSE","FALSE","FALSE"
"209",11,1252,"pre_cruz","A1",7,2,3,8,7,"FALSE","FALSE","TRUE"
"210",11,-5098,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"211",11,-4990,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"212",11,-4200,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"213",11,-3094,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"214",11,-2950,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"215",11,-2776,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"216",11,-2612,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"217",11,-2504,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"218",11,-2358,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"219",11,-2132,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"220",11,-1988,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"221",11,-1696,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"222",11,-1628,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"223",11,-1554,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"224",11,-1478,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"225",11,-1252,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"226",11,-1122,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"227",11,-814,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"228",11,-458,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"229",11,-232,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"230",11,0,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"231",11,124,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"232",11,254,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"233",11,402,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"234",11,534,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"235",11,1348,"pre_cruz","A1",7,4,3,8,7,"FALSE","FALSE","TRUE"
"236",11,1660,"pre_cruz","A1",7,4,3,8,7,"FALSE","FALSE","TRUE"
"237",11,1740,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"238",11,2102,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"239",11,2178,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"240",11,2358,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"241",11,2444,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"242",11,2780,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"243",11,3194,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"244",11,5816,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"245",11,-486,"pre_cruz","A1",NA,6,3,8,7,"FALSE","FALSE","FALSE"
"246",11,-270,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"247",11,0,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"248",11,688,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"249",11,2692,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"250",11,3544,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"251",11,3964,"cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"252",11,4464,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"253",12,-5192,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"254",12,-5142,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"255",12,-4056,"pre_cruz","A1",NA,2,3,8,7,"FALSE","FALSE","FALSE"
"256",12,-3940,"pre_cruz","A1",NA,2,3,8,7,"FALSE","FALSE","FALSE"
"257",12,-1370,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"258",12,-1136,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"259",12,-1034,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"260",12,-840,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"261",12,-624,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"262",12,-246,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"263",12,0,"pre_cruz","A1",NA,2,3,8,7,"FALSE","FALSE","FALSE"
"264",12,64,"pre_cruz","A1",NA,2,3,8,7,"FALSE","FALSE","FALSE"
"265",12,284,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"266",12,410,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"267",12,904,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"268",12,1104,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"269",12,1228,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"270",12,1502,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"271",12,1812,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"272",12,2040,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"273",12,2128,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"274",12,2438,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"275",12,2618,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"276",12,2668,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"277",12,2844,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"278",12,3080,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"279",12,3932,"cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"280",12,4098,"cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"281",12,4220,"cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"282",12,5908,"pos_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"283",11,-412,"pre_cruz","A1",NA,NA,3,8,7,"FALSE","FALSE","FALSE"
"284",11,-240,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"285",11,0,"pre_cruz","A1",8,4,3,8,7,"TRUE","FALSE","FALSE"
"286",11,756,"pre_cruz","A1",NA,4,3,8,7,"FALSE","FALSE","FALSE"
"287",11,1466,"pre_cruz","A1",8,6,3,8,7,"TRUE","FALSE","FALSE"
"288",11,1678,"pre_cruz","A1",8,6,3,8,7,"TRUE","FALSE","FALSE"
"289",11,2096,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"290",11,2426,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"291",11,2752,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"292",11,3138,"pre_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
"293",11,4394,"pos_cruz","A1",NA,3,3,8,7,"FALSE","TRUE","FALSE"
